user_id,tenure_days,plan,primary_device,region,age_group,bundle_type,num_services,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session,sessions_per_active_day,watch_time_per_active_day,searches_per_session,watchlist_additions_per_session,will_churn_30d,signup_date,behavioral_segment,churn_probability,churn_date
U005961,564,individual,mobile,EU,25_34,bundle,4,28,16,1647.54,52.45,0.7671,0.2707,1.0,0.8142,5,6,0,1.75,102.9712,0.1786,0.2143,0,2023-12-15,power,0.000256,
U005962,752,individual,tv,US,55_plus,standalone,2,5,4,180.99,37.92,0.5233,0.5841,0.3124,0.1773,4,1,10,1.25,45.2475,0.8,0.2,1,2023-06-10,at_risk,0.369574,2025-07-10
U005963,272,student,tv,US,45_54,standalone,2,8,1,243.65,29.59,0.64,0.521,0.4945,0.1363,3,0,6,8.0,243.65,0.375,0.0,0,2024-10-02,passive,0.276851,
U005964,677,family,tablet,LATAM,18_24,bundle,2,18,9,827.23,45.64,0.6062,0.4421,0.6957,0.5048,8,0,13,2.0,91.9144,0.4444,0.0,0,2023-08-24,casual,0.027406,
U005965,116,family,tv,LATAM,25_34,standalone,5,22,15,822.57,55.87,0.7803,0.3623,0.6494,0.7852,12,6,3,1.4667,54.838,0.5455,0.2727,0,2025-03-07,power,0.000905,
U005966,655,family,mobile,LATAM,55_plus,standalone,4,13,5,548.58,51.38,0.6785,0.4235,0.4693,0.6338,5,4,12,2.6,109.716,0.3846,0.3077,0,2023-09-15,casual,0.009181,
U005967,558,individual,mobile,LATAM,18_24,standalone,1,7,4,176.97,35.88,0.4929,0.4622,0.2208,0.3558,3,0,0,1.75,44.2425,0.4286,0.0,1,2023-12-21,at_risk,0.169132,2025-07-23
U005968,197,individual,mobile,APAC,18_24,standalone,2,6,4,56.6,9.74,0.6364,0.4776,0.3489,0.2333,6,2,52,1.5,14.15,1.0,0.3333,1,2024-12-16,passive,0.707716,2025-07-29
U005969,87,student,mobile,LATAM,25_34,standalone,1,3,4,136.38,46.95,0.6231,0.4014,0.556,0.3686,7,6,12,0.75,34.095,2.3333,2.0,0,2025-04-05,casual,0.185279,
U005970,679,premium,tablet,LATAM,18_24,bundle,3,9,3,516.13,51.59,0.5008,0.6473,0.2644,0.0,2,1,17,3.0,172.0433,0.2222,0.1111,0,2023-08-22,passive,0.393483,
U005971,240,individual,tv,LATAM,18_24,bundle,1,4,1,188.57,51.43,0.606,0.4548,0.444,0.1822,1,2,2,4.0,188.57,0.25,0.5,1,2024-11-03,at_risk,0.375306,2025-07-30
U005972,463,individual,tablet,LATAM,25_34,bundle,2,5,2,94.25,25.21,0.5439,0.541,0.3979,0.0751,3,0,1,2.5,47.125,0.6,0.0,1,2024-03-25,at_risk,0.407313,2025-07-20
U005973,82,individual,tv,US,45_54,bundle,3,12,8,692.32,67.36,0.7257,0.261,0.5163,0.4657,7,5,3,1.5,86.54,0.5833,0.4167,0,2025-04-10,casual,0.005361,
U005974,869,premium,mobile,US,25_34,standalone,1,8,8,379.6,43.43,0.6345,0.4392,0.2647,0.06,4,6,20,1.0,47.45,0.5,0.75,0,2023-02-13,passive,0.129957,
U005975,508,family,tv,EU,45_54,standalone,2,17,13,775.57,42.79,0.8247,0.1914,0.7124,0.7015,12,2,2,1.3077,59.6592,0.7059,0.1176,0,2024-02-09,casual,0.002696,
U005976,841,student,mobile,LATAM,55_plus,bundle,3,16,7,479.81,44.16,0.7643,0.2724,0.2526,0.5996,7,3,0,2.2857,68.5443,0.4375,0.1875,0,2023-03-13,casual,0.006911,
U005977,169,family,mobile,EU,25_34,bundle,2,16,12,617.31,41.19,0.7096,0.3631,0.6064,0.378,5,1,1,1.3333,51.4425,0.3125,0.0625,0,2025-01-13,casual,0.012531,
U005978,209,individual,tv,APAC,55_plus,bundle,4,9,5,305.6,45.85,0.6212,0.3499,0.5819,0.7256,6,6,16,1.8,61.12,0.6667,0.6667,0,2024-12-04,casual,0.024119,
U005979,561,family,mobile,APAC,35_44,standalone,3,7,4,241.12,34.52,0.5186,0.6195,0.5416,0.5253,2,0,11,1.75,60.28,0.2857,0.0,0,2023-12-18,passive,0.297829,
U005980,556,premium,mobile,LATAM,18_24,standalone,2,20,10,1045.03,44.39,0.6908,0.4309,0.5588,0.3891,13,6,5,2.0,104.503,0.65,0.3,0,2023-12-23,casual,0.00577,
U005981,718,family,tv,LATAM,18_24,bundle,2,14,9,1084.72,63.57,0.7621,0.2433,0.6383,0.2678,6,4,1,1.5556,120.5244,0.4286,0.2857,0,2023-07-14,casual,0.007626,
U005982,838,premium,tv,APAC,35_44,standalone,3,37,21,2079.29,52.64,0.9104,0.1444,0.6968,0.6544,10,7,4,1.7619,99.0138,0.2703,0.1892,0,2023-03-16,power,0.000145,
U005983,745,individual,mobile,EU,55_plus,bundle,4,21,14,775.95,38.59,0.8142,0.2337,0.8426,0.6685,3,7,7,1.5,55.425,0.1429,0.3333,0,2023-06-17,power,0.000786,
U005984,152,individual,tv,LATAM,18_24,standalone,3,2,4,102.25,43.07,0.5537,0.5189,0.3668,0.0078,2,3,3,0.5,25.5625,1.0,1.5,0,2025-01-30,passive,0.291849,
U005985,299,family,mobile,EU,35_44,bundle,3,9,5,374.6,45.43,0.7263,0.3864,0.5729,0.3167,3,2,2,1.8,74.92,0.3333,0.2222,0,2024-09-05,casual,0.027653,
U005986,825,family,tv,EU,45_54,standalone,2,26,19,1275.34,62.55,0.959,0.0221,0.75,0.616,14,7,1,1.3684,67.1232,0.5385,0.2692,0,2023-03-29,power,0.000149,
U005987,508,individual,tv,EU,55_plus,bundle,2,3,4,62.84,18.13,0.3029,0.7972,0.4529,0.1652,0,1,14,0.75,15.71,0.0,0.3333,1,2024-02-09,at_risk,0.692046,2025-07-04
U005988,785,individual,tv,LATAM,55_plus,standalone,2,16,10,708.15,57.74,0.7009,0.4088,0.5549,0.2511,12,1,3,1.6,70.815,0.75,0.0625,0,2023-05-08,casual,0.008529,
U005989,520,student,tablet,US,18_24,bundle,3,9,4,241.82,30.45,0.4371,0.6269,0.4042,0.0071,5,3,31,2.25,60.455,0.5556,0.3333,1,2024-01-28,at_risk,0.502929,2025-07-15
U005990,73,individual,mobile,US,18_24,standalone,4,6,6,151.12,24.27,0.6745,0.399,0.4608,0.1813,3,1,6,1.0,25.1867,0.5,0.1667,0,2025-04-19,passive,0.083947,
U005991,441,premium,mobile,LATAM,25_34,standalone,3,9,5,272.86,28.99,0.5086,0.6567,0.3764,0.3194,3,5,7,1.8,54.572,0.3333,0.5556,0,2024-04-16,passive,0.184358,
U005992,748,student,tv,EU,25_34,standalone,2,12,8,814.26,56.73,0.5716,0.4187,0.3495,0.4963,0,1,7,1.5,101.7825,0.0,0.0833,0,2023-06-14,passive,0.132638,
U005993,600,family,mobile,LATAM,45_54,bundle,3,31,12,1996.69,74.35,0.99,0.0576,0.5585,0.733,10,11,9,2.5833,166.3908,0.3226,0.3548,0,2023-11-09,power,0.000209,
U005994,145,individual,mobile,LATAM,35_44,standalone,3,3,3,121.68,41.4,0.5292,0.6436,0.3769,0.5463,2,0,16,1.0,40.56,0.6667,0.0,1,2025-02-06,at_risk,0.721071,2025-07-13
U005995,212,family,tv,EU,55_plus,bundle,2,1,1,33.26,32.17,0.5314,0.5861,0.2059,0.1606,3,1,1,1.0,33.26,3.0,1.0,0,2024-12-01,at_risk,0.798704,
U005996,774,premium,mobile,LATAM,25_34,standalone,2,8,6,345.52,45.34,0.6133,0.5177,0.3117,0.4552,6,5,0,1.3333,57.5867,0.75,0.625,0,2023-05-19,casual,0.0316,
U005997,882,family,tv,LATAM,25_34,bundle,2,7,1,231.94,34.62,0.4693,0.5458,0.3085,0.3477,1,2,18,7.0,231.94,0.1429,0.2857,0,2023-01-31,passive,0.266237,
U005998,685,family,tv,EU,25_34,standalone,2,7,3,477.46,69.92,0.7601,0.2737,0.7199,0.7906,3,9,2,2.3333,159.1533,0.4286,1.2857,0,2023-08-16,casual,0.011808,
U005999,115,individual,tablet,EU,25_34,bundle,3,0,1,10.0,27.47,0.5188,0.4551,0.1623,0.3835,1,1,14,0.0,10.0,0.0,0.0,1,2025-03-08,at_risk,0.834725,2025-07-16
U006000,569,individual,tablet,EU,45_54,standalone,2,5,1,178.16,39.56,0.5475,0.396,0.1435,0.3323,2,1,9,5.0,178.16,0.4,0.2,0,2023-12-10,at_risk,0.348055,
U006001,752,family,tv,LATAM,35_44,bundle,4,42,27,2490.23,68.06,0.8834,0.1742,0.8287,0.395,22,9,3,1.5556,92.2307,0.5238,0.2143,0,2023-06-10,power,0.000118,
U006002,587,family,desktop,US,45_54,standalone,1,10,9,332.33,42.03,0.4947,0.6138,0.5743,0.1498,0,0,20,1.1111,36.9256,0.0,0.0,1,2023-11-22,at_risk,0.279766,2025-07-20
U006003,547,family,tv,LATAM,45_54,standalone,3,7,4,281.26,48.26,0.4462,0.5198,0.4211,0.4398,0,1,11,1.75,70.315,0.0,0.1429,0,2024-01-01,at_risk,0.209573,
U006004,437,family,tv,LATAM,18_24,bundle,1,9,8,544.56,46.69,0.4971,0.5507,0.3539,0.3155,3,3,8,1.125,68.07,0.3333,0.3333,0,2024-04-20,passive,0.099309,
U006005,243,individual,tablet,LATAM,25_34,standalone,3,22,12,985.76,44.36,0.8895,0.1418,0.8705,0.9969,6,3,5,1.8333,82.1467,0.2727,0.1364,0,2024-10-31,power,0.000421,
U006006,274,individual,tablet,US,35_44,bundle,2,3,1,73.79,24.18,0.4516,0.6116,0.4171,0.4487,3,0,9,3.0,73.79,1.0,0.0,1,2024-09-30,at_risk,0.743132,2025-07-17
U006007,679,premium,tablet,US,25_34,standalone,2,10,7,452.77,44.15,0.6279,0.4808,0.1303,0.136,1,2,1,1.4286,64.6814,0.1,0.2,0,2023-08-22,passive,0.089945,
U006008,90,individual,desktop,LATAM,18_24,bundle,5,9,2,244.35,37.79,0.6591,0.4209,0.5694,0.5131,4,3,8,4.5,122.175,0.4444,0.3333,0,2025-04-02,casual,0.04538,
U006009,103,family,tv,EU,18_24,standalone,1,10,4,224.45,18.72,0.527,0.4974,0.2963,0.1539,2,0,0,2.5,56.1125,0.2,0.0,1,2025-03-20,at_risk,0.231175,2025-07-11
U006010,375,individual,desktop,APAC,55_plus,standalone,2,5,3,176.99,32.0,0.6102,0.406,0.4809,0.1233,2,0,9,1.6667,58.9967,0.4,0.0,1,2024-06-21,passive,0.463872,2025-07-20
U006011,704,premium,mobile,LATAM,45_54,bundle,3,10,4,132.85,13.81,0.3653,0.7262,0.3603,0.4165,0,2,25,2.5,33.2125,0.0,0.2,0,2023-07-28,at_risk,0.50115,
U006012,602,premium,mobile,EU,25_34,standalone,2,5,1,233.26,41.29,0.4901,0.5194,0.1069,0.2187,3,3,1,5.0,233.26,0.6,0.6,1,2023-11-07,passive,0.281969,2025-07-11
U006013,543,individual,mobile,US,35_44,bundle,3,11,7,526.17,42.15,0.6627,0.4522,0.4957,0.6935,12,7,1,1.5714,75.1671,1.0909,0.6364,0,2024-01-05,casual,0.016187,
U006014,495,premium,tv,US,18_24,bundle,5,8,5,192.39,30.73,0.3905,0.723,0.0576,0.2076,4,2,6,1.6,38.478,0.5,0.25,1,2024-02-22,at_risk,0.206969,2025-07-06
U006015,126,individual,mobile,LATAM,18_24,standalone,2,4,2,91.55,19.65,0.4364,0.6365,0.445,0.3415,5,4,3,2.0,45.775,1.25,1.0,0,2025-02-25,passive,0.325571,
U006016,318,individual,mobile,EU,25_34,standalone,4,16,12,530.71,28.11,0.6848,0.3261,0.7666,0.607,2,3,12,1.3333,44.2258,0.125,0.1875,0,2024-08-17,casual,0.00663,
U006017,99,premium,mobile,LATAM,25_34,standalone,3,12,5,462.09,46.6,0.7464,0.3823,0.5145,0.3846,11,5,3,2.4,92.418,0.9167,0.4167,0,2025-03-24,casual,0.013971,
U006018,690,individual,tv,US,55_plus,bundle,5,24,12,1636.27,63.34,0.8278,0.3109,0.8708,0.7846,17,9,0,2.0,136.3558,0.7083,0.375,0,2023-08-11,power,0.000399,
U006019,683,individual,mobile,LATAM,18_24,bundle,2,7,3,120.17,19.69,0.3896,0.7037,0.2577,0.2427,8,2,2,2.3333,40.0567,1.1429,0.2857,0,2023-08-18,passive,0.447694,
U006020,254,family,tv,LATAM,35_44,bundle,1,12,7,770.81,62.1,0.5805,0.4277,0.5025,0.6645,15,1,2,1.7143,110.1157,1.25,0.0833,0,2024-10-20,casual,0.013797,
U006021,285,premium,tv,US,45_54,standalone,3,3,1,120.57,39.53,0.5262,0.5788,0.321,0.1924,0,1,34,3.0,120.57,0.0,0.3333,1,2024-09-19,at_risk,0.818584,2025-07-11
U006022,306,student,tablet,LATAM,18_24,standalone,3,3,1,52.05,18.53,0.4575,0.6942,0.3927,0.0,1,1,25,3.0,52.05,0.3333,0.3333,1,2024-08-29,at_risk,0.952605,2025-07-19
U006023,804,family,tv,EU,35_44,bundle,2,8,4,365.31,41.76,0.5525,0.5034,0.0957,0.2773,0,1,50,2.0,91.3275,0.0,0.125,0,2023-04-19,passive,0.554086,
U006024,455,individual,mobile,US,25_34,bundle,3,19,14,1172.92,48.51,0.7757,0.2023,0.4999,0.298,6,1,0,1.3571,83.78,0.3158,0.0526,0,2024-04-02,casual,0.004901,
U006025,693,individual,desktop,LATAM,25_34,standalone,1,8,9,66.01,9.56,0.6455,0.4339,0.3416,0.6126,4,3,1,0.8889,7.3344,0.5,0.375,0,2023-08-08,passive,0.074456,
U006026,420,family,desktop,EU,25_34,standalone,5,34,24,1834.64,50.37,0.8351,0.0883,0.7623,0.9667,8,8,0,1.4167,76.4433,0.2353,0.2353,0,2024-05-07,power,0.000118,
U006027,638,individual,mobile,LATAM,45_54,standalone,2,8,7,254.27,35.27,0.5338,0.5746,0.1316,0.2402,3,1,19,1.1429,36.3243,0.375,0.125,1,2023-10-02,at_risk,0.538931,2025-07-30
U006028,490,family,mobile,US,25_34,bundle,1,17,11,812.47,31.83,0.7793,0.313,0.6212,0.3534,7,4,0,1.5455,73.8609,0.4118,0.2353,0,2024-02-27,casual,0.004081,
U006029,272,family,tv,LATAM,18_24,standalone,2,5,1,202.3,29.13,0.6745,0.3408,0.1801,0.2721,1,2,7,5.0,202.3,0.2,0.4,1,2024-10-02,at_risk,0.601293,2025-07-20
U006030,793,premium,tablet,LATAM,25_34,standalone,3,12,7,397.83,40.15,0.8076,0.2343,0.604,0.3815,9,4,4,1.7143,56.8329,0.75,0.3333,0,2023-04-30,casual,0.013267,
U006031,647,family,tablet,EU,45_54,bundle,1,13,5,311.51,34.31,0.6846,0.2851,0.2899,0.2621,8,4,7,2.6,62.302,0.6154,0.3077,0,2023-09-23,casual,0.032725,
U006032,700,student,desktop,APAC,35_44,standalone,2,5,5,132.77,29.49,0.6997,0.3292,0.3586,0.068,1,3,21,1.0,26.554,0.2,0.6,1,2023-08-01,at_risk,0.292338,2025-07-06
U006033,855,family,desktop,LATAM,55_plus,standalone,5,22,13,503.99,19.66,0.8199,0.2723,0.7108,0.276,10,3,5,1.6923,38.7685,0.4545,0.1364,0,2023-02-27,casual,0.002363,
U006034,246,family,tv,LATAM,45_54,bundle,1,4,2,168.02,38.79,0.3154,0.6677,0.3726,0.3201,3,3,17,2.0,84.01,0.75,0.75,1,2024-10-28,at_risk,0.762589,2025-07-30
U006035,109,student,mobile,US,18_24,bundle,1,2,1,42.02,25.59,0.4905,0.5365,0.6169,0.1946,0,0,14,2.0,42.02,0.0,0.0,1,2025-03-14,at_risk,0.813698,2025-07-05
U006036,537,family,mobile,LATAM,18_24,standalone,1,14,9,413.42,35.29,0.7897,0.3919,0.4755,0.6276,6,4,4,1.5556,45.9356,0.4286,0.2857,0,2024-01-11,casual,0.003063,
U006037,314,family,mobile,EU,25_34,bundle,1,18,15,622.18,35.69,0.6965,0.3166,0.6625,0.647,9,2,2,1.2,41.4787,0.5,0.1111,0,2024-08-21,casual,0.002159,
U006038,409,student,mobile,LATAM,25_34,bundle,1,9,5,165.58,17.66,0.7307,0.4549,0.339,0.0134,1,1,15,1.8,33.116,0.1111,0.1111,1,2024-05-18,passive,0.182573,2025-07-21
U006039,234,individual,mobile,LATAM,35_44,standalone,1,4,5,125.05,28.66,0.4958,0.5581,0.5055,0.3069,7,2,3,0.8,25.01,1.75,0.5,1,2024-11-09,at_risk,0.398375,2025-07-17
U006040,377,individual,mobile,LATAM,35_44,standalone,4,4,1,58.88,12.69,0.4381,0.5864,0.2587,0.1882,2,3,31,4.0,58.88,0.5,0.75,1,2024-06-19,at_risk,0.910537,2025-07-05
U006041,372,individual,tablet,LATAM,25_34,standalone,4,12,8,445.88,38.63,0.8347,0.1759,0.4916,0.317,7,6,9,1.5,55.735,0.5833,0.5,0,2024-06-24,casual,0.011994,
U006042,335,premium,mobile,EU,55_plus,standalone,2,9,7,414.1,40.31,0.5232,0.4904,0.4924,0.1367,3,0,15,1.2857,59.1571,0.3333,0.0,0,2024-07-31,passive,0.186373,
U006043,676,student,tablet,US,25_34,bundle,4,9,5,254.88,35.37,0.8075,0.1428,0.3887,0.4895,4,1,3,1.8,50.976,0.4444,0.1111,0,2023-08-25,casual,0.012566,
U006044,546,family,desktop,LATAM,35_44,bundle,2,11,5,593.72,39.74,0.6307,0.3939,0.4795,0.2226,4,1,10,2.2,118.744,0.3636,0.0909,0,2024-01-02,passive,0.099988,
U006045,443,family,mobile,LATAM,25_34,standalone,1,7,4,93.4,11.9,0.4298,0.6624,0.05,0.3179,3,1,9,1.75,23.35,0.4286,0.1429,0,2024-04-14,at_risk,0.41989,
U006046,128,individual,mobile,LATAM,35_44,standalone,2,3,1,34.22,15.53,0.4471,0.6987,0.4291,0.3569,6,3,22,3.0,34.22,2.0,1.0,0,2025-02-23,at_risk,0.865063,
U006047,527,individual,tv,US,55_plus,standalone,1,18,12,849.51,48.62,0.8462,0.1656,0.8256,0.6985,8,2,7,1.5,70.7925,0.4444,0.1111,0,2024-01-21,casual,0.002357,
U006048,182,student,tablet,US,18_24,standalone,1,8,2,372.12,45.35,0.658,0.4203,0.6548,0.958,9,10,11,4.0,186.06,1.125,1.25,1,2024-12-31,casual,0.032105,2025-07-31
U006049,303,student,tv,LATAM,25_34,standalone,3,9,3,319.22,39.72,0.7673,0.3097,0.5308,0.6162,4,2,17,3.0,106.4067,0.4444,0.2222,0,2024-09-01,casual,0.055585,
U006050,391,individual,mobile,EU,35_44,standalone,4,24,14,1056.07,49.77,0.9211,0.159,0.7533,0.5634,18,4,3,1.7143,75.4336,0.75,0.1667,0,2024-06-05,power,0.000361,
U006051,153,individual,tv,US,45_54,bundle,2,17,8,1112.01,65.0,0.7071,0.3761,0.3989,0.3946,6,1,8,2.125,139.0012,0.3529,0.0588,0,2025-01-29,casual,0.005099,
U006052,369,family,tablet,APAC,35_44,standalone,3,5,1,122.68,18.89,0.6796,0.4276,0.2759,0.2334,6,1,3,5.0,122.68,1.2,0.2,1,2024-06-27,at_risk,0.216019,2025-07-25
U006053,262,family,mobile,US,25_34,bundle,3,16,10,731.05,51.85,0.7275,0.2718,0.5291,0.5673,8,9,2,1.6,73.105,0.5,0.5625,0,2024-10-12,casual,0.003322,
U006054,770,student,tv,LATAM,35_44,standalone,2,12,8,328.19,35.48,0.7467,0.3635,0.5623,0.1857,6,1,17,1.5,41.0238,0.5,0.0833,0,2023-05-23,casual,0.040768,
U006055,778,individual,tv,LATAM,35_44,bundle,1,12,6,566.1,44.97,0.5486,0.5206,0.4998,0.525,2,2,17,2.0,94.35,0.1667,0.1667,0,2023-05-15,passive,0.071661,
U006056,33,premium,mobile,APAC,18_24,bundle,4,17,11,684.74,37.23,0.7228,0.4545,0.561,0.5279,12,5,6,1.5455,62.2491,0.7059,0.2941,0,2025-05-29,casual,0.004156,
U006057,554,individual,desktop,LATAM,35_44,standalone,3,10,6,258.55,36.52,0.7205,0.3189,0.5453,0.6307,14,3,5,1.6667,43.0917,1.4,0.3,0,2023-12-25,casual,0.005399,
U006058,587,family,mobile,LATAM,35_44,standalone,4,8,3,119.49,15.25,0.5655,0.5654,0.1738,0.2986,1,1,13,2.6667,39.83,0.125,0.125,1,2023-11-22,at_risk,0.407578,2025-07-05
U006059,359,student,tablet,US,25_34,bundle,4,15,8,701.35,49.75,0.9585,0.1822,0.63,0.5517,6,8,1,1.875,87.6688,0.4,0.5333,0,2024-07-07,power,0.000761,
U006060,438,premium,tv,US,25_34,standalone,1,16,12,633.72,44.06,0.7053,0.2859,0.4379,0.6009,3,5,1,1.3333,52.81,0.1875,0.3125,0,2024-04-19,casual,0.003658,
U006061,718,individual,mobile,US,45_54,bundle,1,14,13,315.06,22.67,0.5175,0.5471,0.5501,0.0,4,2,31,1.0769,24.2354,0.2857,0.1429,0,2023-07-14,passive,0.146071,
U006062,359,individual,tv,US,18_24,standalone,3,15,4,982.89,61.66,0.7124,0.3917,0.6675,0.6236,8,5,3,3.75,245.7225,0.5333,0.3333,0,2024-07-07,casual,0.005967,
U006063,86,individual,mobile,LATAM,25_34,bundle,4,13,10,884.74,56.61,0.6879,0.2942,0.5159,0.2214,6,1,7,1.3,88.474,0.4615,0.0769,0,2025-04-06,casual,0.015398,
U006064,354,individual,mobile,US,35_44,bundle,3,10,8,407.75,49.19,0.7282,0.3974,0.6396,0.5395,8,6,3,1.25,50.9688,0.8,0.6,0,2024-07-12,casual,0.002904,
U006065,251,family,mobile,EU,25_34,standalone,2,16,9,946.62,56.5,0.697,0.3898,0.5011,0.6789,11,2,0,1.7778,105.18,0.6875,0.125,0,2024-10-23,casual,0.006022,
U006066,363,student,desktop,LATAM,18_24,bundle,1,9,4,234.99,29.44,0.3642,0.6293,0.4433,0.1498,2,1,9,2.25,58.7475,0.2222,0.1111,1,2024-07-03,at_risk,0.411194,2025-07-16
U006067,230,student,desktop,LATAM,55_plus,standalone,4,6,4,181.36,32.16,0.8039,0.3097,0.5406,0.2867,3,6,4,1.5,45.34,0.5,1.0,0,2024-11-13,casual,0.029604,
U006068,160,student,mobile,APAC,35_44,standalone,4,9,6,369.27,35.63,0.7959,0.3069,0.5761,0.2492,8,2,37,1.5,61.545,0.8889,0.2222,0,2025-01-22,casual,0.08643,
U006069,888,family,tv,LATAM,25_34,standalone,2,13,3,822.71,47.92,0.8848,0.2592,0.4671,0.4493,11,9,5,4.3333,274.2367,0.8462,0.6923,0,2023-01-25,casual,0.014182,
U006070,142,premium,desktop,LATAM,18_24,standalone,3,3,1,34.02,10.01,0.4873,0.6626,0.2391,0.1451,2,1,25,3.0,34.02,0.6667,0.3333,1,2025-02-09,at_risk,0.903927,2025-07-09
U006071,645,student,tv,LATAM,18_24,bundle,4,25,21,1302.51,57.38,0.8144,0.2283,0.9596,1.0,18,9,5,1.1905,62.0243,0.72,0.36,0,2023-09-25,power,0.000378,
U006072,655,premium,mobile,US,35_44,standalone,3,7,5,424.99,48.3,0.3412,0.7738,0.1211,0.1141,2,2,15,1.4,84.998,0.2857,0.2857,1,2023-09-15,at_risk,0.597987,2025-07-07
U006073,568,family,mobile,US,25_34,standalone,4,10,7,471.07,54.34,0.725,0.4121,0.375,0.5734,8,3,1,1.4286,67.2957,0.8,0.3,0,2023-12-11,casual,0.011576,
U006074,823,student,mobile,EU,18_24,standalone,3,2,1,100.61,36.99,0.5917,0.399,0.2307,0.3991,0,2,15,2.0,100.61,0.0,1.0,1,2023-03-31,at_risk,0.748451,2025-07-16
U006075,34,student,mobile,LATAM,55_plus,standalone,3,9,5,398.07,48.5,0.7059,0.2873,0.6154,0.6856,5,0,1,1.8,79.614,0.5556,0.0,1,2025-05-28,casual,0.015142,2025-07-18
U006076,292,individual,tv,LATAM,35_44,standalone,4,8,2,471.04,60.25,0.8959,0.1216,0.572,0.6098,17,10,5,4.0,235.52,2.125,1.25,0,2024-09-12,power,0.003318,
U006077,190,student,tv,US,45_54,bundle,3,12,8,839.5,58.37,0.7809,0.3429,0.5597,0.7995,5,8,6,1.5,104.9375,0.4167,0.6667,0,2024-12-23,casual,0.008119,
U006078,532,family,tv,LATAM,35_44,bundle,3,19,14,775.01,40.5,0.7983,0.2094,0.7016,0.5979,9,4,10,1.3571,55.3579,0.4737,0.2105,0,2024-01-16,casual,0.002521,
U006079,583,individual,mobile,US,55_plus,bundle,4,7,7,197.47,26.46,0.487,0.5822,0.2225,0.3915,1,3,17,1.0,28.21,0.1429,0.4286,0,2023-11-26,passive,0.22222,
U006080,812,individual,tv,US,25_34,bundle,2,7,2,163.22,23.81,0.3631,0.7684,0.2619,0.3834,3,1,4,3.5,81.61,0.4286,0.1429,0,2023-04-11,passive,0.246928,
U006081,360,family,tv,EU,18_24,standalone,3,3,5,165.41,41.99,0.4535,0.5707,0.4249,0.2367,7,3,12,0.6,33.082,2.3333,1.0,0,2024-07-06,passive,0.326586,
U006082,235,individual,tablet,LATAM,18_24,standalone,4,11,7,655.91,55.88,0.8503,0.2147,0.9391,0.8912,15,14,3,1.5714,93.7014,1.3636,1.2727,0,2024-11-08,power,0.000974,
U006083,835,premium,mobile,LATAM,18_24,standalone,1,13,11,310.58,21.64,0.4258,0.5694,0.3639,0.4411,4,0,4,1.1818,28.2345,0.3077,0.0,0,2023-03-19,passive,0.081962,
U006084,616,family,mobile,EU,45_54,standalone,3,21,12,1210.75,46.81,0.7228,0.4255,0.7365,0.5588,8,2,7,1.75,100.8958,0.381,0.0952,0,2023-10-24,casual,0.007664,
U006085,696,individual,mobile,US,35_44,standalone,2,7,6,310.46,40.4,0.5363,0.5855,0.05,0.2255,3,0,2,1.1667,51.7433,0.4286,0.0,0,2023-08-05,at_risk,0.253868,
U006086,417,individual,mobile,LATAM,18_24,standalone,1,4,4,53.89,14.56,0.5464,0.4746,0.6553,0.1558,4,3,3,1.0,13.4725,1.0,0.75,1,2024-05-10,passive,0.181272,2025-07-19
U006087,419,individual,tv,APAC,18_24,standalone,3,11,4,289.33,22.7,0.4541,0.594,0.1173,0.5177,4,1,4,2.75,72.3325,0.3636,0.0909,0,2024-05-08,passive,0.167856,
U006088,368,premium,tv,US,35_44,standalone,1,7,5,232.23,37.55,0.3479,0.6387,0.05,0.2734,2,1,8,1.4,46.446,0.2857,0.1429,0,2024-06-28,at_risk,0.484013,
U006089,682,individual,mobile,LATAM,25_34,standalone,3,7,3,168.76,26.81,0.6037,0.4055,0.2809,0.4339,5,4,33,2.3333,56.2533,0.7143,0.5714,1,2023-08-19,passive,0.454124,2025-07-29
U006090,213,premium,tv,EU,45_54,standalone,3,3,1,150.42,37.79,0.5263,0.4994,0.4289,0.2027,2,1,4,3.0,150.42,0.6667,0.3333,0,2024-11-30,passive,0.360747,
U006091,879,premium,tv,US,55_plus,standalone,4,20,18,1342.65,65.46,0.7591,0.2502,0.6341,0.3958,4,7,9,1.1111,74.5917,0.2,0.35,0,2023-02-03,casual,0.002223,
U006092,183,individual,tv,LATAM,45_54,standalone,2,7,6,277.61,39.56,0.5056,0.5228,0.3303,0.5095,1,0,4,1.1667,46.2683,0.1429,0.0,0,2024-12-30,passive,0.185366,
U006093,431,family,tablet,LATAM,18_24,bundle,2,12,9,410.59,28.48,0.8174,0.1669,0.5354,0.4616,3,4,4,1.3333,45.6211,0.25,0.3333,0,2024-04-26,casual,0.006659,
U006094,304,individual,tablet,LATAM,35_44,bundle,5,16,10,1435.6,66.92,0.6989,0.3758,0.6059,0.7087,13,7,9,1.6,143.56,0.8125,0.4375,0,2024-08-31,power,0.001281,
U006095,589,student,tv,LATAM,35_44,bundle,3,5,6,203.63,28.87,0.5363,0.509,0.2268,0.3601,3,1,0,0.8333,33.9383,0.6,0.2,0,2023-11-20,at_risk,0.259471,
