user_id,signup_date,tenure_days,behavioral_segment,plan,primary_device,region,age_group,bundle_type,num_services,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session,churn_probability,will_churn_30d,churn_date
U004934,2024-07-06,360,at_risk,family,mobile,US,25_34,standalone,2,6,4,107.71,22.43,0.3979,0.6997,0.1298,0.2893,3,0,5,0.542808,0,
U004935,2024-01-02,546,casual,premium,tv,LATAM,55_plus,standalone,1,18,14,883.53,46.34,0.7389,0.3038,0.4931,0.5598,5,1,4,0.002823,0,
U004936,2023-02-16,866,casual,individual,tv,US,45_54,standalone,1,19,12,1115.06,59.15,0.6377,0.4311,0.6268,0.5589,6,8,11,0.008291,0,
U004937,2024-01-03,545,casual,student,tv,APAC,18_24,standalone,3,13,11,821.85,51.0,0.6779,0.3596,0.2978,0.7722,10,2,5,0.008429,0,
U004938,2024-09-17,287,passive,individual,desktop,LATAM,35_44,bundle,1,9,6,242.86,31.25,0.5113,0.5225,0.6805,0.0178,3,0,5,0.149527,0,
U004939,2024-08-11,324,passive,individual,mobile,LATAM,18_24,standalone,2,4,2,134.09,33.87,0.6892,0.3324,0.092,0.4905,4,1,20,0.279069,1,2025-07-12
U004940,2023-09-07,663,at_risk,premium,mobile,LATAM,45_54,bundle,3,4,3,106.23,30.99,0.4161,0.6755,0.2811,0.3033,3,3,28,0.602478,1,2025-07-20
U004941,2024-05-09,418,casual,family,mobile,EU,45_54,bundle,3,12,5,732.81,52.43,0.7696,0.2571,0.5941,0.4969,10,5,5,0.003423,0,
U004942,2023-06-03,759,passive,student,desktop,LATAM,35_44,standalone,1,7,4,105.42,17.48,0.5342,0.5431,0.3813,0.3539,3,2,9,0.260211,1,2025-07-08
U004943,2023-05-11,782,passive,individual,mobile,LATAM,35_44,standalone,4,10,6,208.08,17.54,0.5946,0.4416,0.1419,0.1485,5,0,19,0.187128,0,
U004944,2025-05-01,61,casual,student,tv,LATAM,45_54,bundle,3,6,4,242.94,52.67,0.865,0.2302,0.3714,0.3688,10,5,10,0.040469,0,
U004945,2023-09-10,660,power,family,tablet,LATAM,18_24,bundle,4,43,27,2133.31,50.69,0.8161,0.3265,0.976,0.8954,8,7,8,0.000128,0,
U004946,2024-07-14,352,at_risk,family,tablet,US,35_44,standalone,2,7,3,113.72,23.71,0.4889,0.5754,0.2756,0.3924,2,0,20,0.613559,0,
U004947,2024-03-06,482,casual,student,mobile,US,18_24,standalone,3,22,11,305.13,17.96,0.7742,0.2415,0.6001,0.6646,3,3,7,0.005286,0,
U004948,2024-10-14,260,passive,individual,mobile,LATAM,18_24,bundle,3,2,4,63.43,31.43,0.5709,0.3385,0.2633,0.2993,3,3,30,0.589489,0,
U004949,2024-07-16,350,casual,premium,desktop,LATAM,35_44,standalone,2,6,5,259.36,42.6,0.6781,0.3126,0.4348,0.1949,5,4,17,0.147094,0,
U004950,2024-08-18,317,power,family,tv,US,25_34,bundle,4,29,12,1855.66,56.51,0.8837,0.1368,0.9113,0.7282,9,7,1,0.000146,0,
U004951,2025-04-19,73,at_risk,individual,mobile,APAC,18_24,standalone,4,3,5,67.8,23.92,0.3472,0.6336,0.2046,0.1811,3,0,13,0.707014,1,2025-07-22
U004952,2023-07-21,711,at_risk,individual,mobile,EU,18_24,standalone,2,3,2,60.01,24.0,0.4559,0.5545,0.2595,0.3472,2,3,24,0.803943,1,2025-07-26
U004953,2025-01-28,154,casual,premium,tablet,EU,55_plus,standalone,3,8,3,367.64,65.17,0.8531,0.1355,0.4022,0.546,2,3,4,0.014902,0,
U004954,2024-07-09,357,passive,family,desktop,APAC,25_34,standalone,1,4,2,84.11,23.25,0.5126,0.6537,0.4737,0.3619,3,2,1,0.177899,0,
U004955,2024-12-15,198,casual,premium,tv,LATAM,25_34,standalone,4,11,8,514.27,43.17,0.7134,0.4004,0.39,0.5547,5,7,17,0.020892,0,
U004956,2025-01-13,169,passive,student,mobile,LATAM,25_34,bundle,2,4,5,73.37,16.32,0.4788,0.5778,0.3508,0.2516,0,3,0,0.380545,1,2025-07-11
U004957,2024-07-11,355,power,individual,tv,EU,55_plus,standalone,4,23,11,1445.25,67.01,0.9115,0.1101,0.6501,0.8195,9,6,1,0.000488,0,
U004958,2023-03-24,830,casual,student,mobile,LATAM,18_24,standalone,3,17,14,627.86,31.86,0.8331,0.1919,0.5881,0.6137,5,1,6,0.002264,0,
U004959,2023-03-02,852,casual,premium,desktop,LATAM,35_44,standalone,2,16,8,593.13,35.77,0.8503,0.3472,0.6395,0.6096,6,4,5,0.00676,0,
U004960,2024-07-04,362,casual,family,mobile,US,25_34,standalone,4,16,11,597.92,34.01,0.663,0.3645,0.6063,0.4409,7,7,1,0.006406,0,
U004961,2024-03-19,469,casual,student,mobile,US,35_44,bundle,5,12,9,478.96,41.47,0.7641,0.2726,0.5982,0.6739,8,7,13,0.011492,0,
U004962,2023-01-25,888,power,premium,mobile,LATAM,45_54,standalone,3,19,11,1150.19,60.47,0.7548,0.2738,0.6742,0.8301,9,9,2,0.00123,0,
U004963,2024-11-09,234,at_risk,premium,mobile,US,18_24,bundle,3,6,4,144.13,22.43,0.3885,0.6254,0.176,0.6334,0,0,66,0.938514,1,2025-07-10
U004964,2023-03-02,852,power,individual,mobile,LATAM,18_24,standalone,4,27,16,2141.03,65.55,0.8234,0.279,0.5016,0.8578,14,9,2,0.000362,0,
U004965,2025-03-01,122,power,family,tv,LATAM,25_34,standalone,3,16,11,930.56,57.91,0.9333,0.1931,0.6049,0.7523,6,9,6,0.000965,0,
U004966,2024-11-17,226,casual,family,tv,LATAM,25_34,bundle,4,11,8,476.05,45.27,0.7526,0.2914,0.3596,0.5832,7,2,0,0.012243,0,
U004967,2024-08-11,324,passive,student,tv,LATAM,45_54,standalone,2,4,1,146.15,32.64,0.6642,0.3173,0.1383,0.3182,3,3,1,0.323317,0,
U004968,2025-04-30,62,power,family,mobile,APAC,25_34,bundle,4,11,8,507.47,53.71,0.8755,0.2964,0.4985,0.7807,10,4,6,0.001737,0,
U004969,2023-06-22,740,casual,individual,mobile,LATAM,45_54,standalone,5,14,7,544.53,35.98,0.8348,0.2457,0.397,0.6532,9,8,5,0.004656,0,
U004970,2023-05-18,775,passive,premium,tv,EU,18_24,standalone,2,6,5,211.5,43.85,0.514,0.4542,0.05,0.3209,2,2,3,0.093118,0,
U004971,2024-07-03,363,power,family,tv,APAC,18_24,standalone,4,13,6,919.89,67.25,0.8696,0.1875,0.8189,0.7154,9,7,3,0.001069,0,
U004972,2023-06-04,758,at_risk,premium,mobile,LATAM,35_44,standalone,1,5,5,130.19,29.75,0.3984,0.6011,0.3503,0.2804,3,2,12,0.400475,1,2025-07-05
U004973,2023-07-30,702,casual,family,tablet,LATAM,45_54,bundle,2,21,12,995.12,56.96,0.8334,0.2437,0.7059,0.4885,2,5,18,0.002771,0,
U004974,2023-07-04,728,passive,student,mobile,EU,18_24,standalone,2,6,4,139.4,27.41,0.5754,0.5378,0.1912,0.0986,5,3,1,0.200866,0,
U004975,2023-07-03,729,power,individual,mobile,LATAM,55_plus,standalone,4,21,11,1259.21,55.23,0.6827,0.4048,0.9457,0.597,13,12,7,0.002385,0,
U004976,2024-01-19,529,passive,family,mobile,LATAM,18_24,standalone,3,12,7,158.9,11.39,0.5295,0.5387,0.6112,0.3584,3,1,4,0.103762,0,
U004977,2025-02-25,126,at_risk,individual,tv,LATAM,45_54,standalone,1,5,4,65.99,12.67,0.5425,0.4269,0.4182,0.1666,2,1,15,0.604714,1,2025-07-25
U004978,2023-03-20,834,power,family,mobile,EU,18_24,standalone,3,23,19,1169.79,51.26,0.8713,0.1618,0.6158,0.6129,6,13,3,0.000293,0,
U004979,2023-12-19,560,power,individual,mobile,EU,18_24,standalone,4,25,14,1170.04,47.52,0.799,0.2374,0.7239,0.6526,11,4,0,0.000319,0,
U004980,2023-04-08,815,casual,student,tv,US,45_54,standalone,3,4,5,268.98,51.71,0.6644,0.4968,0.5365,0.4988,5,8,23,0.187143,0,
U004981,2023-02-17,865,power,individual,mobile,LATAM,18_24,standalone,4,28,19,840.09,30.13,0.7232,0.356,0.6615,0.4585,12,2,1,0.000864,0,
U004982,2024-12-20,193,at_risk,family,mobile,US,35_44,standalone,2,3,1,59.83,18.31,0.5982,0.5545,0.1299,0.2421,0,1,7,0.737937,1,2025-07-04
U004983,2024-06-16,380,passive,individual,tv,US,45_54,bundle,1,5,2,173.32,33.64,0.5164,0.6495,0.4371,0.4826,4,3,20,0.54917,0,
U004984,2024-12-16,197,passive,family,tv,US,18_24,standalone,3,4,7,241.68,64.12,0.4511,0.5443,0.4786,0.2958,3,5,22,0.35542,0,
U004985,2025-04-18,74,at_risk,individual,mobile,APAC,35_44,standalone,3,1,1,41.91,41.96,0.3964,0.7577,0.1026,0.0978,1,2,41,0.976202,1,2025-07-12
U004986,2023-02-11,871,at_risk,family,mobile,LATAM,35_44,standalone,2,5,3,124.97,34.53,0.502,0.39,0.181,0.2956,3,1,7,0.40188,0,
U004987,2023-03-20,834,at_risk,family,mobile,LATAM,25_34,bundle,2,5,1,89.52,17.07,0.4451,0.684,0.3655,0.2669,1,1,45,0.871665,1,2025-07-08
U004988,2023-03-13,841,casual,individual,desktop,LATAM,18_24,standalone,1,10,3,446.68,52.74,0.7936,0.2611,0.6042,0.5117,2,7,9,0.03755,0,
U004989,2023-04-24,799,casual,individual,tablet,US,25_34,bundle,4,16,7,959.71,49.33,0.7196,0.4525,0.5801,0.3757,5,1,9,0.011554,0,
U004990,2023-11-14,595,casual,individual,mobile,APAC,25_34,standalone,3,9,7,270.49,35.6,0.5579,0.5169,0.4937,0.6731,5,4,11,0.038712,0,
U004991,2024-03-04,484,casual,student,desktop,LATAM,25_34,bundle,4,16,7,363.98,28.39,0.6595,0.3367,0.6748,0.2707,6,1,1,0.013366,0,
U004992,2023-01-20,893,casual,family,mobile,LATAM,35_44,bundle,4,19,12,802.06,42.61,0.5433,0.5075,0.4997,0.4296,3,11,9,0.0099,0,
U004993,2024-02-06,511,power,individual,mobile,APAC,25_34,standalone,5,20,15,1067.68,56.27,0.937,0.1086,0.6301,0.6796,15,9,4,0.000652,0,
U004994,2023-11-20,589,casual,premium,desktop,LATAM,25_34,standalone,4,7,3,227.4,36.85,0.8172,0.2662,0.4598,0.5426,6,3,0,0.007752,0,
U004995,2024-11-29,214,casual,family,tv,EU,45_54,standalone,4,10,3,485.79,47.11,0.6828,0.2799,0.4954,0.4525,8,3,2,0.009224,0,
U004996,2023-08-21,680,casual,individual,tv,APAC,25_34,standalone,3,20,10,1644.94,62.54,0.7781,0.229,0.4967,0.6074,8,8,7,0.002687,0,
U004997,2023-06-19,743,power,family,tv,EU,55_plus,standalone,3,29,16,1575.5,51.29,0.99,0.0601,0.6594,0.6246,11,7,1,0.000113,0,
U004998,2023-10-20,620,casual,family,desktop,LATAM,35_44,standalone,4,28,19,1171.51,44.54,0.7012,0.3159,0.5832,0.7848,8,2,6,0.003312,0,
U004999,2024-03-24,464,casual,student,mobile,US,55_plus,standalone,1,14,10,619.17,41.39,0.5042,0.4557,0.7267,0.5279,5,3,1,0.028277,0,
U005000,2024-12-11,202,passive,family,mobile,LATAM,45_54,bundle,2,10,7,444.09,44.41,0.5465,0.4795,0.3211,0.2987,0,2,2,0.098691,1,2025-07-15
U005001,2025-05-03,59,passive,premium,mobile,LATAM,25_34,bundle,1,8,8,189.5,20.23,0.5379,0.5385,0.2832,0.0847,2,2,7,0.150028,0,
U005002,2023-12-03,576,casual,student,desktop,LATAM,35_44,bundle,3,22,17,908.86,51.08,0.7932,0.2284,0.688,0.2205,6,8,5,0.001432,0,
U005003,2023-10-16,624,power,individual,mobile,LATAM,18_24,bundle,4,28,23,1351.42,51.73,0.7278,0.2272,0.9293,0.8797,8,9,2,0.00022,0,
U005004,2023-07-30,702,casual,individual,mobile,APAC,35_44,standalone,2,10,6,531.1,39.64,0.8753,0.1517,0.4574,0.3207,8,7,2,0.006717,0,
U005005,2023-02-25,857,power,individual,mobile,US,25_34,bundle,4,22,12,1149.28,51.05,0.6948,0.3832,0.7489,0.9385,13,11,2,0.000521,0,
U005006,2024-03-25,463,casual,family,mobile,LATAM,25_34,standalone,5,21,14,725.66,46.21,0.7309,0.3766,0.3935,0.6237,6,4,9,0.005747,0,
U005007,2023-06-10,752,at_risk,individual,tv,US,18_24,bundle,1,5,3,199.64,39.31,0.4892,0.4316,0.1783,0.3543,3,1,0,0.318073,0,
U005008,2023-09-17,653,power,family,mobile,US,45_54,standalone,4,26,19,1718.82,60.57,0.9104,0.2185,0.8219,0.8633,14,3,0,0.000237,0,
U005009,2024-10-03,271,casual,student,tablet,LATAM,18_24,bundle,3,9,5,349.18,38.94,0.8196,0.2018,0.6348,0.1258,9,1,12,0.023917,0,
U005010,2023-05-27,766,passive,individual,tablet,LATAM,45_54,standalone,2,3,3,89.21,38.66,0.6953,0.3099,0.4827,0.5643,2,1,13,0.104909,0,
U005011,2025-04-16,76,casual,premium,tv,US,55_plus,bundle,3,11,9,770.42,57.22,0.6562,0.4567,0.7937,0.5217,7,5,0,0.012091,0,
U005012,2023-12-28,551,power,individual,tablet,EU,18_24,standalone,5,25,15,1065.71,49.98,0.8941,0.1304,0.7225,0.6776,4,2,11,0.00061,0,
U005013,2023-03-05,849,power,individual,mobile,LATAM,25_34,standalone,5,31,23,1467.99,37.91,0.99,0.113,0.931,0.4678,14,6,3,0.000235,0,
U005014,2023-11-06,603,at_risk,student,tv,EU,35_44,bundle,2,8,8,325.88,36.27,0.4516,0.651,0.2157,0.0,2,0,11,0.504026,0,
U005015,2023-03-08,846,power,individual,tv,US,55_plus,standalone,4,20,17,1542.84,70.46,0.9244,0.1932,0.9732,0.499,8,6,6,0.000889,0,
U005016,2025-04-14,78,passive,individual,mobile,LATAM,45_54,bundle,2,4,1,106.27,25.85,0.6247,0.4179,0.34,0.2643,3,1,4,0.390283,0,
U005017,2024-02-24,493,passive,individual,mobile,LATAM,25_34,bundle,1,9,5,151.6,22.48,0.7711,0.2519,0.3698,0.1828,2,4,12,0.101603,1,2025-07-11
U005018,2023-07-23,709,casual,family,tv,US,55_plus,bundle,3,24,12,1342.96,47.42,0.6942,0.4285,0.7712,0.4743,7,2,13,0.007134,0,
U005019,2023-11-20,589,passive,family,tv,LATAM,25_34,bundle,1,12,13,493.98,43.41,0.4923,0.516,0.5922,0.5138,3,0,1,0.015016,0,
U005020,2023-04-27,796,power,premium,tv,LATAM,25_34,standalone,4,26,18,1487.87,43.88,0.8568,0.1909,0.701,0.7639,17,2,7,0.000274,0,
U005021,2024-04-25,432,casual,premium,mobile,EU,35_44,bundle,1,20,13,1123.96,50.56,0.8957,0.0811,0.3958,0.4486,3,1,1,0.001264,0,
U005022,2023-10-16,624,casual,individual,mobile,LATAM,45_54,bundle,2,15,8,536.63,49.2,0.7034,0.3638,0.3743,0.6932,5,3,1,0.007695,0,
U005023,2024-06-01,395,at_risk,student,desktop,LATAM,18_24,standalone,3,5,3,45.98,8.76,0.6583,0.5568,0.2911,0.1529,0,3,18,0.607762,0,
U005024,2023-05-04,789,casual,premium,mobile,LATAM,35_44,bundle,3,15,12,461.08,29.79,0.6955,0.3683,0.5183,0.4251,4,3,0,0.005509,0,
U005025,2025-02-17,134,power,individual,desktop,LATAM,18_24,standalone,4,17,12,766.59,44.17,0.7823,0.34,0.6512,0.6949,6,12,5,0.002882,0,
U005026,2024-10-23,251,at_risk,individual,tv,APAC,25_34,standalone,2,7,3,125.4,22.06,0.4944,0.5997,0.3238,0.2446,2,0,8,0.437789,1,2025-07-07
U005027,2025-03-09,114,power,student,tv,LATAM,55_plus,standalone,3,11,5,622.27,49.74,0.9408,0.0567,0.6996,0.5411,15,6,0,0.001134,0,
U005028,2023-09-29,641,at_risk,family,mobile,US,35_44,bundle,2,7,4,70.44,8.77,0.4001,0.6489,0.3913,0.2634,3,0,13,0.688234,1,2025-07-19
U005029,2024-11-11,232,passive,individual,tablet,EU,25_34,standalone,3,5,1,223.28,44.43,0.6383,0.4107,0.3333,0.2765,3,3,14,0.438518,0,
U005030,2024-08-29,306,passive,student,desktop,LATAM,35_44,bundle,2,3,1,72.55,25.67,0.6708,0.3237,0.3464,0.1245,3,2,2,0.188432,0,
U005031,2023-06-04,758,passive,individual,tv,LATAM,25_34,standalone,1,17,10,686.16,39.1,0.5511,0.4239,0.4846,0.189,5,1,36,0.233739,0,
U005032,2024-07-23,343,passive,family,tv,US,18_24,standalone,1,3,1,58.03,25.0,0.4886,0.6337,0.2483,0.1679,9,1,15,0.667729,1,2025-07-06
U005033,2025-01-25,157,power,individual,tv,EU,25_34,bundle,3,14,6,890.17,61.66,0.9161,0.0569,0.649,0.5127,10,4,4,0.000887,0,
U005034,2025-05-14,48,at_risk,family,mobile,US,55_plus,standalone,2,3,3,15.49,5.0,0.5487,0.507,0.3286,0.2494,6,0,0,0.457608,0,
U005035,2024-11-16,227,at_risk,individual,desktop,LATAM,25_34,standalone,2,4,3,136.64,42.06,0.4229,0.7277,0.3203,0.1909,4,1,8,0.769228,0,
U005036,2023-03-28,826,at_risk,individual,mobile,LATAM,18_24,standalone,1,3,3,22.35,6.22,0.5079,0.509,0.2911,0.2821,1,2,8,0.565447,1,2025-07-14
U005037,2024-02-10,507,passive,individual,tv,LATAM,35_44,standalone,3,12,7,468.39,36.09,0.5605,0.4842,0.3057,0.1359,2,0,9,0.178095,0,
U005038,2023-01-17,896,casual,student,mobile,LATAM,25_34,bundle,1,13,8,378.9,34.82,0.7701,0.2653,0.9095,0.4752,11,2,5,0.002633,0,
U005039,2024-11-26,217,casual,individual,tablet,APAC,25_34,standalone,2,2,1,111.04,48.49,0.7002,0.3915,0.3435,0.2394,9,2,0,0.219282,1,2025-07-24
U005040,2024-07-30,336,power,premium,tv,LATAM,25_34,bundle,5,20,11,1223.54,65.82,0.9031,0.2496,0.8842,0.622,11,4,1,0.000189,0,
U005041,2025-01-10,172,casual,student,tv,LATAM,55_plus,standalone,3,12,6,752.45,59.93,0.6565,0.4094,0.5203,0.4885,3,6,5,0.009048,0,
U005042,2024-06-20,376,passive,premium,mobile,LATAM,25_34,bundle,2,6,2,32.55,5.0,0.5055,0.5474,0.5404,0.3294,5,0,3,0.186973,0,
U005043,2024-01-28,520,passive,student,mobile,LATAM,25_34,standalone,3,6,2,129.47,25.06,0.4589,0.6413,0.2949,0.1377,5,1,13,0.401772,1,2025-07-07
U005044,2023-06-29,733,casual,individual,mobile,LATAM,35_44,standalone,3,20,9,541.93,30.17,0.7502,0.3007,0.9356,0.6058,11,9,2,0.001928,0,
U005045,2024-07-16,350,casual,family,desktop,LATAM,25_34,bundle,3,18,9,1339.93,57.77,0.6864,0.445,0.8302,0.7233,3,2,3,0.001967,0,
U005046,2023-07-30,702,passive,family,mobile,EU,18_24,standalone,3,4,1,89.99,28.54,0.8965,0.2194,0.4102,0.3049,2,1,12,0.133949,1,2025-07-21
U005047,2023-12-04,575,casual,student,desktop,LATAM,35_44,standalone,3,21,16,761.54,41.76,0.7535,0.2352,0.5062,0.4551,6,5,0,0.000875,0,
U005048,2024-09-20,284,at_risk,student,mobile,US,35_44,bundle,3,2,1,25.66,12.98,0.471,0.5664,0.3617,0.0602,1,0,9,0.911897,1,2025-07-21
U005049,2023-03-30,824,passive,family,tablet,US,35_44,bundle,2,7,5,230.47,31.31,0.6276,0.395,0.2247,0.0,5,4,0,0.136104,0,
U005050,2024-05-19,408,power,individual,tv,LATAM,25_34,standalone,4,15,12,1290.53,82.48,0.7322,0.3964,0.9057,0.806,13,4,6,0.001313,0,
U005051,2025-01-21,161,power,family,tablet,LATAM,25_34,bundle,4,21,12,899.46,45.6,0.99,0.0628,0.7322,0.6921,18,8,1,0.000359,0,
U005052,2023-02-14,868,passive,family,tv,US,25_34,bundle,2,9,5,401.84,47.62,0.4543,0.6955,0.3927,0.1765,3,1,2,0.068468,0,
U005053,2023-03-29,825,casual,student,tablet,EU,45_54,bundle,4,15,10,1076.29,67.44,0.8694,0.118,0.7111,0.5167,3,5,9,0.002496,0,
U005054,2025-04-19,73,at_risk,family,tv,LATAM,35_44,bundle,3,7,10,194.86,33.22,0.5608,0.4079,0.1962,0.0,1,1,0,0.224677,0,
U005055,2023-04-07,816,power,student,mobile,LATAM,25_34,standalone,3,19,16,803.87,49.13,0.8737,0.1585,0.8325,0.8621,6,6,2,0.000968,0,
U005056,2023-02-27,855,power,premium,desktop,US,35_44,bundle,3,23,13,1149.01,47.51,0.8862,0.227,0.7297,0.7464,15,5,1,0.000278,0,
U005057,2023-06-10,752,casual,premium,tv,LATAM,25_34,standalone,4,14,10,491.31,48.74,0.8898,0.1323,0.7798,0.3627,7,3,0,0.001764,0,
U005058,2024-10-22,252,passive,family,mobile,US,45_54,standalone,2,11,6,464.98,33.61,0.6294,0.391,0.5752,0.5355,4,2,19,0.041652,0,
U005059,2023-11-30,579,at_risk,premium,mobile,LATAM,35_44,standalone,2,9,8,289.94,30.37,0.3993,0.6866,0.2509,0.2565,0,1,9,0.225086,0,
U005060,2024-02-19,498,at_risk,family,tv,LATAM,18_24,standalone,2,4,1,152.65,37.68,0.3507,0.835,0.4387,0.3964,2,1,33,0.889877,1,2025-07-25
U005061,2023-12-09,570,casual,student,desktop,APAC,18_24,standalone,4,12,13,573.86,47.8,0.7205,0.2555,0.8922,0.4532,6,8,19,0.007382,0,
U005062,2023-12-13,566,at_risk,student,tablet,US,18_24,standalone,2,7,6,245.67,34.79,0.5864,0.5303,0.2651,0.3801,3,1,4,0.224985,0,
U005063,2023-11-23,586,power,student,mobile,LATAM,18_24,bundle,4,21,13,900.83,47.87,0.99,0.0611,0.4696,0.8103,8,9,4,0.000173,0,
U005064,2024-03-11,477,passive,individual,tv,EU,25_34,bundle,2,6,8,433.76,52.8,0.4512,0.6316,0.388,0.2981,5,1,11,0.1594,0,
U005065,2023-10-09,631,at_risk,family,mobile,LATAM,18_24,standalone,5,4,1,82.03,20.47,0.4133,0.7273,0.2732,0.0,4,0,13,0.748665,1,2025-07-25
U005066,2024-02-29,488,casual,individual,mobile,LATAM,35_44,bundle,2,25,15,122.44,5.0,0.7789,0.2307,0.4974,0.7902,7,6,3,0.002364,0,
U005067,2025-05-18,44,at_risk,family,tablet,LATAM,25_34,bundle,3,6,3,68.54,12.22,0.5127,0.5289,0.1719,0.3196,3,1,45,0.801965,1,2025-07-21
U005068,2025-05-02,60,casual,individual,mobile,LATAM,18_24,standalone,5,8,7,294.58,42.98,0.6521,0.463,0.5807,0.3825,7,6,1,0.009863,0,
U005069,2023-02-18,864,power,student,mobile,LATAM,18_24,standalone,5,27,13,1464.36,57.61,0.8361,0.2333,0.7386,0.7994,15,2,5,0.000389,0,
U005070,2023-04-02,821,casual,individual,mobile,US,18_24,bundle,3,10,7,373.3,42.0,0.8306,0.1005,0.69,0.4978,5,2,6,0.01262,0,
U005071,2024-01-08,540,at_risk,premium,mobile,LATAM,35_44,standalone,2,8,7,147.12,16.4,0.2416,0.7924,0.2453,0.1279,1,0,3,0.375477,0,
U005072,2024-12-31,182,casual,individual,mobile,APAC,35_44,standalone,2,7,6,230.67,35.49,0.7606,0.3424,0.5978,0.3053,4,2,4,0.029873,0,
U005073,2023-07-22,710,at_risk,individual,mobile,LATAM,25_34,standalone,4,6,5,166.35,26.28,0.6384,0.4272,0.3227,0.2878,2,0,18,0.29409,0,
U005074,2025-01-28,154,power,student,tv,LATAM,18_24,bundle,4,19,11,992.28,55.26,0.781,0.2288,0.5513,0.7129,15,8,3,0.00045,0,
U005075,2024-07-08,358,passive,premium,desktop,US,55_plus,standalone,2,10,5,349.7,32.66,0.6654,0.4824,0.262,0.2631,1,3,1,0.094259,0,
U005076,2024-08-18,317,passive,individual,mobile,LATAM,25_34,bundle,1,10,8,231.91,20.91,0.5531,0.5013,0.5742,0.5643,5,1,0,0.042454,0,
U005077,2025-05-22,40,power,family,tablet,US,25_34,bundle,4,19,16,1397.52,57.25,0.7446,0.3134,0.4585,0.7163,10,5,4,0.000988,0,
U005078,2023-06-30,732,passive,student,tv,LATAM,25_34,standalone,2,15,6,221.27,21.72,0.7096,0.3845,0.5905,0.1974,6,2,4,0.021747,0,
U005079,2024-03-15,473,passive,student,mobile,LATAM,18_24,bundle,3,8,2,336.42,35.16,0.6853,0.4456,0.2583,0.3441,7,3,13,0.081277,0,
U005080,2024-08-30,305,casual,family,mobile,US,35_44,standalone,3,11,10,427.19,34.31,0.6724,0.4157,0.4722,0.5193,9,2,12,0.021465,0,
U005081,2024-03-17,471,casual,family,mobile,US,35_44,bundle,4,17,8,841.81,43.75,0.7275,0.3699,0.5696,0.4884,9,3,5,0.003965,0,
U005082,2025-06-01,30,power,family,tablet,LATAM,18_24,standalone,2,18,12,1002.51,49.29,0.9252,0.0672,0.6985,0.7938,15,13,1,0.000304,0,
U005083,2024-05-17,410,at_risk,individual,tv,LATAM,25_34,bundle,3,3,4,72.08,36.84,0.3713,0.6769,0.5844,0.2756,0,3,13,0.527609,1,2025-07-06
U005084,2024-03-06,482,passive,premium,mobile,LATAM,35_44,standalone,1,15,6,452.28,35.64,0.5058,0.4357,0.3477,0.4506,6,1,6,0.065887,0,
U005085,2024-08-10,325,at_risk,individual,mobile,LATAM,25_34,standalone,3,5,3,211.85,37.61,0.3986,0.5503,0.1695,0.1881,3,1,3,0.350922,0,
U005086,2023-06-09,753,passive,premium,mobile,APAC,55_plus,bundle,1,5,1,90.64,19.35,0.5466,0.5876,0.1538,0.0923,2,1,4,0.430945,0,
U005087,2024-10-27,247,at_risk,student,tv,US,25_34,bundle,2,1,1,23.15,26.53,0.5589,0.5261,0.1923,0.1019,3,3,31,0.955975,1,2025-07-23
U005088,2025-02-01,150,power,individual,mobile,LATAM,45_54,bundle,5,21,15,1224.43,54.11,0.99,0.101,0.8291,0.7177,10,3,1,0.000282,0,
U005089,2024-02-28,489,casual,individual,tv,LATAM,25_34,standalone,2,18,12,1302.31,69.19,0.7011,0.3887,0.4402,0.7251,5,5,4,0.003144,0,
U005090,2023-04-21,802,passive,family,tv,LATAM,35_44,standalone,2,9,9,430.59,38.27,0.6741,0.4798,0.2882,0.4962,5,0,12,0.126318,0,
U005091,2024-07-10,356,power,family,tv,LATAM,25_34,standalone,5,15,12,1029.56,69.62,0.9748,0.0292,0.7746,0.5672,14,7,0,0.000161,0,
U005092,2025-04-22,70,power,individual,mobile,APAC,55_plus,standalone,5,14,13,695.43,60.07,0.7687,0.2522,0.6265,0.7357,8,4,0,0.000497,0,
U005093,2023-02-08,874,passive,student,mobile,LATAM,35_44,bundle,1,10,7,366.8,37.1,0.6517,0.3961,0.2136,0.414,6,0,3,0.060645,0,
U005094,2024-05-11,416,at_risk,student,tv,EU,35_44,bundle,3,6,4,161.7,36.0,0.5305,0.4348,0.3521,0.2581,1,2,5,0.175942,0,
U005095,2025-01-02,180,passive,student,tablet,EU,18_24,standalone,4,4,3,97.16,23.2,0.7993,0.2512,0.5615,0.2022,4,3,0,0.072986,0,
U005096,2023-12-13,566,power,family,tv,EU,25_34,bundle,5,31,15,1680.87,69.94,0.8869,0.2034,0.8611,0.8075,15,3,9,0.0005,0,
U005097,2024-08-27,308,at_risk,individual,mobile,LATAM,35_44,standalone,1,3,2,98.66,35.63,0.3586,0.697,0.2436,0.3657,7,4,5,0.564452,1,2025-07-30
U005098,2023-03-08,846,power,student,mobile,LATAM,25_34,standalone,3,27,18,1478.81,48.77,0.8462,0.2296,0.9212,0.7583,13,10,13,0.001132,0,
U005099,2024-09-18,286,casual,individual,tv,EU,35_44,bundle,3,10,7,414.4,45.51,0.6377,0.4453,0.7418,0.1735,5,5,1,0.00868,0,
