user_id,signup_date,tenure_days,behavioral_segment,plan,primary_device,region,age_group,bundle_type,num_services
U003929,2023-08-27,674,casual,individual,mobile,US,25_34,standalone,4
U003930,2023-09-23,647,passive,premium,mobile,US,35_44,standalone,3
U003931,2025-03-28,95,casual,individual,desktop,LATAM,55_plus,standalone,2
U003932,2023-09-28,642,power,individual,tv,US,25_34,bundle,4
U003933,2023-09-05,665,at_risk,family,tv,LATAM,18_24,bundle,4
U003934,2024-12-24,189,at_risk,family,desktop,LATAM,18_24,bundle,3
U003935,2023-05-24,769,at_risk,family,tv,APAC,25_34,bundle,4
U003936,2024-03-02,486,casual,student,mobile,US,35_44,standalone,3
U003937,2024-04-16,441,power,premium,tv,LATAM,55_plus,bundle,3
U003938,2023-09-11,659,casual,individual,mobile,LATAM,45_54,bundle,3
U003939,2024-03-14,474,at_risk,premium,tv,APAC,18_24,bundle,4
U003940,2024-02-13,504,power,individual,mobile,APAC,45_54,standalone,4
U003941,2024-09-03,301,power,student,mobile,LATAM,18_24,bundle,3
U003942,2023-03-16,838,power,individual,mobile,LATAM,18_24,bundle,4
U003943,2023-02-08,874,passive,individual,mobile,US,35_44,standalone,3
U003944,2025-02-08,143,passive,individual,tv,LATAM,35_44,standalone,2
U003945,2023-09-02,668,passive,family,mobile,US,25_34,standalone,3
U003946,2025-05-12,50,power,family,mobile,LATAM,25_34,bundle,3
U003947,2024-07-15,351,passive,individual,mobile,LATAM,55_plus,bundle,2
U003948,2023-02-08,874,casual,individual,tablet,US,35_44,standalone,3
U003949,2024-12-31,182,power,family,tablet,LATAM,25_34,standalone,4
U003950,2024-07-08,358,casual,premium,tv,US,55_plus,standalone,2
U003951,2024-11-22,221,casual,individual,mobile,LATAM,18_24,bundle,1
U003952,2023-09-06,664,casual,premium,mobile,LATAM,18_24,standalone,1
U003953,2024-04-23,434,at_risk,student,mobile,APAC,25_34,bundle,2
U003954,2024-01-02,546,casual,family,mobile,LATAM,25_34,standalone,3
U003955,2023-03-04,850,casual,family,mobile,US,18_24,standalone,3
U003956,2024-03-05,483,passive,individual,tablet,LATAM,25_34,standalone,2
U003957,2023-09-01,669,passive,student,tv,EU,35_44,standalone,3
U003958,2025-03-08,115,power,family,mobile,US,25_34,bundle,3
U003959,2024-11-26,217,passive,individual,tv,LATAM,18_24,standalone,2
U003960,2023-02-28,854,casual,student,mobile,LATAM,35_44,bundle,4
U003961,2023-05-15,778,casual,student,mobile,US,25_34,bundle,2
U003962,2023-11-08,601,passive,family,tv,EU,35_44,bundle,4
U003963,2024-07-07,359,passive,student,tablet,LATAM,25_34,bundle,3
U003964,2024-12-09,204,casual,individual,tv,US,45_54,standalone,3
U003965,2023-05-22,771,power,premium,desktop,US,55_plus,bundle,2
U003966,2023-07-18,714,casual,family,mobile,LATAM,25_34,standalone,4
U003967,2024-11-03,240,casual,individual,tv,US,35_44,bundle,4
U003968,2024-01-05,543,at_risk,individual,desktop,LATAM,45_54,bundle,2
U003969,2023-12-11,568,casual,student,mobile,US,35_44,bundle,4
U003970,2024-04-12,445,at_risk,individual,tablet,EU,25_34,standalone,1
U003971,2023-03-17,837,casual,student,desktop,APAC,25_34,bundle,3
U003972,2025-02-13,138,at_risk,student,tv,US,35_44,bundle,2
U003973,2024-10-20,254,power,student,mobile,LATAM,25_34,standalone,3
U003974,2025-03-11,112,casual,family,mobile,US,45_54,standalone,3
U003975,2023-10-07,633,power,student,tv,EU,18_24,standalone,4
U003976,2023-11-19,590,power,student,tablet,LATAM,18_24,bundle,3
U003977,2023-01-24,889,at_risk,premium,mobile,LATAM,25_34,standalone,3
U003978,2024-02-15,502,passive,student,mobile,LATAM,25_34,standalone,1
U003979,2025-01-21,161,passive,family,mobile,US,35_44,bundle,2
U003980,2024-05-05,422,casual,individual,mobile,LATAM,18_24,standalone,4
U003981,2025-03-17,106,passive,individual,tablet,LATAM,35_44,bundle,1
U003982,2023-10-26,614,passive,student,tv,US,45_54,bundle,1
U003983,2023-10-23,617,at_risk,student,tv,APAC,55_plus,standalone,2
U003984,2023-05-16,777,passive,family,tv,LATAM,45_54,standalone,2
U003985,2024-08-10,325,passive,individual,tv,US,35_44,standalone,2
U003986,2024-09-04,300,casual,student,tv,APAC,45_54,standalone,4
U003987,2025-03-31,92,at_risk,individual,mobile,APAC,35_44,standalone,3
U003988,2024-06-05,391,power,individual,mobile,LATAM,18_24,bundle,3
U003989,2024-04-14,443,casual,student,tablet,LATAM,55_plus,standalone,3
U003990,2023-08-14,687,at_risk,individual,tv,LATAM,18_24,bundle,3
U003991,2023-08-15,686,power,individual,mobile,LATAM,25_34,standalone,4
U003992,2025-01-30,152,power,family,mobile,LATAM,18_24,standalone,4
U003993,2024-09-26,278,casual,family,tv,US,35_44,bundle,3
U003994,2024-03-13,475,casual,individual,mobile,EU,35_44,standalone,3
U003995,2024-08-14,321,at_risk,premium,tv,US,35_44,standalone,2
U003996,2025-05-10,52,at_risk,individual,mobile,EU,18_24,standalone,3
U003997,2023-05-27,766,casual,individual,tablet,US,18_24,standalone,3
U003998,2023-09-04,666,at_risk,family,tv,US,25_34,bundle,3
U003999,2024-03-06,482,passive,family,tablet,LATAM,18_24,standalone,3
U004000,2024-08-29,306,at_risk,student,tv,EU,18_24,standalone,1
U004001,2023-05-29,764,casual,premium,tablet,US,25_34,bundle,4
U004002,2025-05-02,60,casual,premium,mobile,LATAM,55_plus,standalone,2
U004003,2024-05-09,418,power,individual,mobile,LATAM,45_54,standalone,5
U004004,2023-07-05,727,power,individual,desktop,US,25_34,standalone,3
U004005,2023-02-22,860,passive,family,desktop,LATAM,25_34,bundle,3
U004006,2024-10-26,248,power,premium,desktop,EU,55_plus,bundle,2
U004007,2023-11-13,596,casual,individual,desktop,LATAM,35_44,standalone,3
U004008,2024-12-18,195,passive,student,tv,US,45_54,standalone,2
U004009,2025-02-21,130,power,family,tv,LATAM,45_54,bundle,4
U004010,2024-07-29,337,casual,student,tablet,LATAM,18_24,standalone,4
U004011,2023-04-23,800,passive,family,mobile,EU,18_24,standalone,2
U004012,2023-10-10,630,at_risk,individual,tablet,LATAM,25_34,bundle,3
U004013,2024-04-01,456,casual,family,tablet,LATAM,35_44,standalone,4
U004014,2024-09-28,276,at_risk,student,tv,LATAM,55_plus,standalone,2
U004015,2025-01-29,153,at_risk,individual,mobile,LATAM,25_34,bundle,3
U004016,2024-10-09,265,passive,family,tv,LATAM,45_54,standalone,3
U004017,2025-01-20,162,casual,individual,desktop,LATAM,35_44,standalone,3
U004018,2024-12-21,192,passive,student,mobile,LATAM,35_44,bundle,1
U004019,2023-10-12,628,at_risk,individual,mobile,US,35_44,standalone,3
U004020,2025-02-06,145,casual,premium,tv,EU,35_44,bundle,3
U004021,2025-04-21,71,at_risk,individual,tablet,LATAM,35_44,standalone,3
U004022,2024-02-15,502,at_risk,family,tv,EU,45_54,bundle,2
U004023,2024-09-25,279,casual,individual,tv,APAC,35_44,bundle,3
U004024,2024-05-01,426,passive,family,mobile,US,18_24,standalone,2
U004025,2025-01-31,151,casual,individual,mobile,US,35_44,standalone,2
U004026,2024-12-01,212,passive,student,desktop,LATAM,35_44,standalone,3
U004027,2024-05-13,414,at_risk,student,mobile,LATAM,45_54,bundle,2
U004028,2023-10-09,631,power,student,mobile,APAC,18_24,bundle,3
U004029,2024-06-06,390,power,family,mobile,APAC,18_24,bundle,3
U004030,2024-02-16,501,casual,family,mobile,LATAM,25_34,bundle,3
U004031,2024-03-04,484,at_risk,family,mobile,LATAM,45_54,standalone,2
U004032,2024-10-10,264,casual,family,tablet,LATAM,25_34,standalone,3
U004033,2024-10-01,273,at_risk,family,mobile,LATAM,25_34,bundle,1
U004034,2024-05-27,400,casual,premium,tv,APAC,35_44,bundle,1
U004035,2025-05-05,57,casual,family,mobile,LATAM,35_44,standalone,1
U004036,2023-10-14,626,at_risk,individual,tablet,US,35_44,standalone,3
U004037,2023-12-14,565,passive,student,mobile,EU,25_34,standalone,3
U004038,2024-09-08,296,casual,individual,mobile,LATAM,35_44,bundle,4
U004039,2024-07-11,355,power,family,mobile,US,18_24,bundle,3
U004040,2024-08-19,316,power,individual,desktop,LATAM,18_24,bundle,4
U004041,2023-11-12,597,power,individual,tv,LATAM,35_44,bundle,2
U004042,2023-08-10,691,casual,family,tv,US,18_24,standalone,4
U004043,2025-02-27,124,passive,individual,mobile,LATAM,25_34,bundle,3
U004044,2024-06-06,390,casual,individual,mobile,US,25_34,standalone,4
U004045,2025-05-20,42,power,family,desktop,LATAM,35_44,standalone,3
U004046,2024-05-04,423,casual,individual,mobile,EU,45_54,bundle,2
U004047,2024-10-28,246,casual,individual,tv,US,45_54,bundle,3
U004048,2024-08-13,322,at_risk,individual,tablet,APAC,25_34,bundle,4
U004049,2024-04-30,427,casual,individual,tv,US,18_24,bundle,4
U004050,2024-08-24,311,power,individual,mobile,US,55_plus,standalone,4
U004051,2024-06-23,373,passive,student,mobile,LATAM,18_24,standalone,3
U004052,2023-08-05,696,at_risk,family,mobile,LATAM,45_54,standalone,1
U004053,2023-06-27,735,passive,family,desktop,EU,18_24,standalone,1
U004054,2025-05-27,35,at_risk,student,tablet,US,25_34,bundle,2
U004055,2024-07-07,359,at_risk,individual,mobile,US,35_44,standalone,1
U004056,2023-05-26,767,passive,individual,desktop,LATAM,25_34,standalone,1
U004057,2024-02-25,492,at_risk,individual,mobile,LATAM,35_44,bundle,2
U004058,2024-12-05,208,power,individual,mobile,LATAM,18_24,bundle,4
U004059,2024-01-02,546,at_risk,individual,mobile,LATAM,18_24,standalone,1
U004060,2025-01-26,156,at_risk,individual,desktop,EU,35_44,bundle,2
U004061,2025-05-13,49,at_risk,family,mobile,US,45_54,standalone,3
U004062,2023-11-29,580,casual,individual,mobile,US,35_44,bundle,3
U004063,2024-03-10,478,passive,premium,mobile,LATAM,25_34,standalone,2
U004064,2023-08-13,688,power,individual,mobile,EU,55_plus,bundle,4
U004065,2024-08-05,330,passive,family,tv,LATAM,25_34,standalone,4
U004066,2023-05-19,774,casual,individual,mobile,LATAM,25_34,bundle,4
U004067,2024-05-31,396,passive,family,tablet,EU,18_24,standalone,2
U004068,2023-08-29,672,passive,premium,desktop,US,45_54,standalone,1
U004069,2025-03-06,117,casual,individual,mobile,LATAM,18_24,standalone,2
U004070,2025-03-09,114,casual,individual,desktop,LATAM,18_24,bundle,2
U004071,2023-07-21,711,casual,premium,tablet,LATAM,18_24,standalone,2
U004072,2023-06-06,756,passive,premium,desktop,US,18_24,standalone,3
U004073,2023-03-04,850,passive,premium,mobile,LATAM,25_34,bundle,1
U004074,2024-08-23,312,passive,student,tablet,US,18_24,bundle,2
U004075,2025-05-13,49,power,student,tv,LATAM,25_34,bundle,5
U004076,2023-01-30,883,at_risk,individual,mobile,US,25_34,bundle,3
U004077,2023-12-26,553,passive,family,tablet,US,18_24,bundle,2
U004078,2024-10-29,245,power,student,mobile,EU,18_24,bundle,4
U004079,2023-08-06,695,casual,individual,tablet,LATAM,25_34,standalone,3
U004080,2023-04-06,817,casual,individual,tv,LATAM,35_44,standalone,4
U004081,2024-09-26,278,casual,individual,tv,LATAM,35_44,standalone,3
U004082,2023-08-01,700,power,family,mobile,LATAM,18_24,bundle,4
U004083,2023-07-17,715,casual,individual,desktop,LATAM,18_24,bundle,2
U004084,2024-03-22,466,power,family,mobile,LATAM,18_24,standalone,4
U004085,2023-11-29,580,power,individual,tablet,EU,45_54,bundle,4
U004086,2024-10-10,264,casual,individual,tv,EU,55_plus,standalone,1
U004087,2023-03-15,839,at_risk,individual,mobile,US,35_44,bundle,2
U004088,2023-01-27,886,casual,individual,tv,LATAM,55_plus,standalone,3
U004089,2023-01-29,884,casual,individual,desktop,US,18_24,bundle,3
U004090,2023-08-29,672,passive,family,desktop,US,35_44,standalone,4
U004091,2025-04-26,66,casual,individual,mobile,US,35_44,standalone,4
U004092,2024-07-17,349,power,student,mobile,LATAM,25_34,bundle,3
U004093,2024-05-10,417,casual,family,mobile,EU,35_44,standalone,3
U004094,2023-02-16,866,casual,student,tablet,LATAM,25_34,standalone,4
U004095,2024-02-11,506,passive,individual,mobile,LATAM,45_54,standalone,2
U004096,2024-02-20,497,casual,individual,mobile,LATAM,18_24,standalone,3
U004097,2025-01-25,157,casual,individual,mobile,LATAM,18_24,standalone,2
U004098,2023-07-11,721,passive,student,desktop,APAC,25_34,standalone,1
U004099,2024-08-13,322,at_risk,individual,mobile,US,18_24,standalone,3
U004100,2025-03-13,110,casual,student,tv,EU,18_24,standalone,3
U004101,2023-01-23,890,casual,individual,mobile,APAC,18_24,bundle,5
U004102,2024-12-18,195,casual,family,tv,US,25_34,standalone,4
U004103,2025-05-18,44,passive,family,tv,EU,35_44,bundle,1
U004104,2025-03-26,97,passive,student,desktop,APAC,35_44,bundle,3
U004105,2024-05-03,424,passive,student,tv,LATAM,25_34,bundle,2
U004106,2025-03-04,119,casual,family,mobile,LATAM,18_24,bundle,3
U004107,2023-05-30,763,casual,individual,mobile,LATAM,35_44,standalone,2
U004108,2024-03-12,476,at_risk,family,mobile,US,25_34,standalone,2
U004109,2024-08-23,312,casual,individual,mobile,EU,25_34,bundle,4
U004110,2025-05-30,32,at_risk,student,desktop,LATAM,25_34,bundle,3
U004111,2024-04-10,447,casual,individual,mobile,EU,18_24,standalone,4
U004112,2025-01-21,161,casual,family,tablet,US,25_34,bundle,5
U004113,2023-02-01,881,casual,individual,mobile,LATAM,55_plus,standalone,2
U004114,2024-09-21,283,casual,student,desktop,US,35_44,bundle,4
U004115,2024-04-14,443,at_risk,student,desktop,EU,55_plus,bundle,2
U004116,2025-05-16,46,power,family,tv,LATAM,35_44,bundle,4
U004117,2025-02-07,144,passive,individual,mobile,LATAM,18_24,standalone,2
U004118,2024-12-03,210,passive,family,tablet,US,35_44,bundle,3
U004119,2025-04-17,75,at_risk,individual,desktop,LATAM,45_54,bundle,2
U004120,2023-09-08,662,passive,individual,mobile,LATAM,55_plus,bundle,1
U004121,2023-03-01,853,at_risk,individual,desktop,EU,35_44,standalone,3
U004122,2023-01-25,888,at_risk,premium,desktop,LATAM,18_24,standalone,2
U004123,2024-10-13,261,casual,student,mobile,LATAM,35_44,bundle,2
U004124,2023-07-16,716,at_risk,student,mobile,EU,18_24,bundle,1
U004125,2024-03-19,469,at_risk,family,mobile,US,18_24,bundle,3
U004126,2025-04-23,69,casual,student,tv,LATAM,25_34,standalone,4
U004127,2025-03-14,109,passive,individual,desktop,LATAM,18_24,standalone,1
U004128,2024-02-10,507,casual,individual,tablet,LATAM,25_34,bundle,3
U004129,2024-05-28,399,passive,family,mobile,LATAM,55_plus,bundle,4
U004130,2025-05-25,37,power,individual,tv,APAC,35_44,standalone,5
U004131,2023-03-14,840,passive,family,tv,LATAM,35_44,standalone,2
U004132,2023-09-04,666,casual,family,mobile,LATAM,45_54,bundle,3
U004133,2024-03-21,467,passive,individual,tv,EU,25_34,standalone,2
U004134,2023-01-24,889,power,individual,tv,EU,35_44,standalone,4
U004135,2023-02-07,875,passive,family,mobile,US,35_44,bundle,2
U004136,2023-02-04,878,casual,premium,mobile,LATAM,25_34,bundle,3
U004137,2024-10-19,255,passive,family,desktop,LATAM,25_34,standalone,2
U004138,2023-04-26,797,casual,student,mobile,APAC,35_44,bundle,1
U004139,2024-03-19,469,power,family,mobile,US,45_54,bundle,4
U004140,2023-09-08,662,casual,family,desktop,EU,25_34,bundle,5
U004141,2023-05-15,778,at_risk,premium,tablet,LATAM,35_44,standalone,1
U004142,2025-01-10,172,casual,individual,tv,EU,35_44,bundle,4
U004143,2024-05-07,420,passive,family,mobile,APAC,55_plus,standalone,3
U004144,2025-02-09,142,power,family,tv,LATAM,45_54,standalone,5
U004145,2024-10-01,273,passive,premium,tv,LATAM,18_24,bundle,2
U004146,2024-06-06,390,casual,family,mobile,LATAM,35_44,standalone,4
U004147,2023-05-18,775,casual,premium,mobile,US,55_plus,standalone,5
U004148,2023-05-12,781,casual,individual,mobile,LATAM,25_34,standalone,4
U004149,2024-06-27,369,power,student,tv,LATAM,45_54,standalone,4
U004150,2024-08-19,316,casual,individual,desktop,US,35_44,bundle,3
U004151,2024-02-25,492,casual,family,tv,US,25_34,bundle,2
U004152,2023-03-30,824,casual,student,mobile,LATAM,35_44,standalone,3
U004153,2023-02-02,880,at_risk,family,mobile,APAC,25_34,bundle,3
U004154,2024-11-16,227,casual,premium,tv,LATAM,25_34,bundle,3
U004155,2024-12-21,192,at_risk,premium,mobile,US,45_54,standalone,2
U004156,2023-09-25,645,casual,family,mobile,US,35_44,bundle,3
U004157,2024-09-12,292,power,family,desktop,US,55_plus,standalone,5
U004158,2024-12-10,203,casual,student,desktop,US,18_24,bundle,3
U004159,2025-05-05,57,casual,individual,desktop,US,45_54,standalone,3
U004160,2024-06-15,381,casual,individual,mobile,EU,18_24,bundle,1
U004161,2024-06-25,371,at_risk,family,tablet,EU,45_54,standalone,3
U004162,2024-01-28,520,passive,individual,tv,APAC,45_54,bundle,3
U004163,2024-12-09,204,passive,student,tv,APAC,45_54,bundle,3
U004164,2023-09-18,652,casual,family,mobile,US,35_44,standalone,3
U004165,2023-10-18,622,casual,individual,mobile,US,18_24,bundle,2
U004166,2024-04-25,432,passive,family,mobile,LATAM,55_plus,standalone,2
U004167,2024-12-26,187,power,individual,desktop,US,25_34,standalone,5
U004168,2024-03-17,471,power,family,tv,LATAM,18_24,bundle,3
U004169,2023-10-23,617,casual,individual,desktop,LATAM,18_24,standalone,2
U004170,2024-07-12,354,power,family,tv,APAC,35_44,standalone,3
U004171,2024-10-15,259,passive,family,mobile,US,45_54,standalone,2
U004172,2024-03-17,471,power,individual,tv,LATAM,45_54,standalone,5
U004173,2024-07-27,339,power,individual,mobile,US,35_44,bundle,4
U004174,2024-06-18,378,at_risk,premium,desktop,LATAM,35_44,bundle,3
U004175,2024-08-02,333,at_risk,individual,mobile,EU,55_plus,standalone,1
U004176,2024-09-10,294,casual,family,mobile,LATAM,35_44,standalone,2
U004177,2023-09-16,654,casual,student,tv,US,25_34,bundle,2
U004178,2024-04-27,430,passive,family,tablet,US,55_plus,bundle,4
U004179,2024-04-21,436,power,individual,tv,US,55_plus,standalone,4
U004180,2023-11-11,598,casual,individual,mobile,LATAM,35_44,standalone,3
U004181,2024-07-22,344,power,individual,tablet,EU,35_44,bundle,4
U004182,2025-03-05,118,casual,individual,mobile,EU,55_plus,standalone,3
U004183,2023-05-21,772,at_risk,individual,tv,LATAM,45_54,bundle,4
U004184,2025-04-14,78,passive,premium,tv,LATAM,18_24,standalone,4
U004185,2024-01-20,528,at_risk,family,mobile,US,55_plus,standalone,3
U004186,2024-10-13,261,passive,premium,mobile,LATAM,35_44,standalone,3
U004187,2024-11-27,216,passive,family,mobile,LATAM,35_44,bundle,2
U004188,2025-04-26,66,passive,family,mobile,LATAM,25_34,standalone,3
U004189,2023-04-10,813,passive,individual,tv,LATAM,18_24,bundle,1
U004190,2024-05-24,403,casual,premium,mobile,EU,25_34,bundle,3
U004191,2024-08-07,328,casual,individual,mobile,APAC,25_34,standalone,1
U004192,2023-08-26,675,casual,individual,tv,US,25_34,standalone,3
U004193,2025-04-29,63,casual,family,tablet,LATAM,35_44,bundle,3
U004194,2024-01-27,521,casual,premium,tablet,LATAM,25_34,standalone,4
U004195,2024-03-28,460,power,individual,tablet,LATAM,25_34,bundle,5
U004196,2024-02-05,512,passive,student,tv,US,25_34,bundle,3
U004197,2025-02-14,137,casual,family,mobile,US,45_54,bundle,2
U004198,2023-02-23,859,casual,family,tv,APAC,45_54,standalone,1
U004199,2024-11-06,237,casual,individual,tablet,LATAM,25_34,bundle,5
U004200,2023-10-20,620,power,family,tv,LATAM,25_34,bundle,4
U004201,2023-08-21,680,at_risk,individual,desktop,US,25_34,bundle,2
U004202,2024-08-06,329,casual,individual,tv,LATAM,35_44,bundle,4
U004203,2025-02-08,143,casual,family,mobile,LATAM,45_54,standalone,3
U004204,2024-09-16,288,power,individual,tablet,LATAM,45_54,bundle,3
U004205,2023-06-30,732,at_risk,family,mobile,LATAM,45_54,standalone,4
U004206,2023-04-04,819,passive,student,desktop,LATAM,45_54,standalone,2
U004207,2023-03-08,846,casual,family,mobile,LATAM,25_34,bundle,5
U004208,2024-11-16,227,casual,individual,tv,EU,25_34,bundle,3
U004209,2023-12-21,558,passive,premium,tv,EU,25_34,bundle,3
U004210,2025-01-21,161,at_risk,family,mobile,LATAM,25_34,bundle,3
U004211,2023-09-22,648,casual,individual,tv,LATAM,18_24,standalone,3
U004212,2024-06-04,392,power,premium,mobile,EU,18_24,bundle,5
U004213,2023-09-19,651,power,individual,mobile,APAC,18_24,standalone,5
U004214,2023-10-14,626,power,individual,mobile,EU,18_24,bundle,5
U004215,2023-01-19,894,passive,premium,tablet,LATAM,45_54,bundle,3
U004216,2024-04-02,455,at_risk,premium,tablet,EU,35_44,standalone,3
U004217,2024-08-08,327,at_risk,family,mobile,US,25_34,standalone,2
U004218,2024-02-29,488,passive,premium,tablet,LATAM,25_34,bundle,1
U004219,2025-01-11,171,power,individual,desktop,LATAM,35_44,bundle,5
U004220,2025-02-24,127,at_risk,individual,mobile,APAC,55_plus,bundle,2
U004221,2024-03-06,482,casual,student,desktop,APAC,25_34,bundle,2
U004222,2023-06-14,748,casual,individual,mobile,LATAM,45_54,standalone,3
U004223,2024-02-23,494,passive,family,tablet,US,55_plus,standalone,1
U004224,2023-07-21,711,power,individual,tv,LATAM,45_54,standalone,4
U004225,2024-12-29,184,at_risk,individual,desktop,US,35_44,bundle,2
U004226,2024-05-06,421,at_risk,student,mobile,LATAM,25_34,standalone,1
U004227,2023-12-15,564,passive,individual,mobile,LATAM,18_24,bundle,1
U004228,2024-08-03,332,passive,family,tablet,LATAM,35_44,bundle,2
U004229,2025-05-20,42,casual,student,tv,LATAM,55_plus,standalone,4
U004230,2025-03-30,93,power,family,tv,APAC,35_44,standalone,4
U004231,2023-03-17,837,passive,family,tv,EU,18_24,standalone,1
U004232,2023-12-22,557,passive,individual,tv,LATAM,18_24,bundle,2
U004233,2024-10-14,260,at_risk,premium,mobile,LATAM,25_34,standalone,3
U004234,2024-10-19,255,power,premium,mobile,LATAM,55_plus,standalone,5
U004235,2025-04-28,64,casual,student,mobile,LATAM,18_24,standalone,4
U004236,2023-03-02,852,casual,family,mobile,US,25_34,bundle,3
U004237,2025-02-27,124,passive,individual,tablet,LATAM,35_44,bundle,3
U004238,2023-08-10,691,passive,individual,mobile,LATAM,18_24,bundle,2
U004239,2024-11-04,239,at_risk,family,tv,APAC,18_24,standalone,1
U004240,2024-08-13,322,casual,family,mobile,EU,18_24,standalone,3
U004241,2024-10-06,268,casual,family,tablet,LATAM,35_44,standalone,4
U004242,2023-06-14,748,power,family,mobile,US,25_34,bundle,5
U004243,2025-05-04,58,casual,family,mobile,LATAM,18_24,standalone,4
U004244,2024-07-30,336,casual,individual,tablet,US,35_44,standalone,3
U004245,2024-10-01,273,passive,student,mobile,LATAM,35_44,bundle,2
U004246,2024-10-07,267,casual,student,tablet,LATAM,35_44,bundle,3
U004247,2024-12-15,198,casual,individual,mobile,LATAM,35_44,standalone,2
U004248,2023-03-30,824,passive,family,tablet,APAC,35_44,bundle,2
U004249,2024-07-07,359,at_risk,student,mobile,EU,45_54,bundle,2
U004250,2024-06-02,394,casual,individual,mobile,US,18_24,standalone,2
U004251,2024-07-01,365,casual,individual,tv,EU,18_24,bundle,3
U004252,2023-01-30,883,passive,individual,tv,EU,35_44,standalone,2
U004253,2024-08-10,325,passive,individual,tablet,EU,25_34,bundle,3
U004254,2024-08-08,327,at_risk,individual,mobile,LATAM,25_34,standalone,2
U004255,2024-08-20,315,casual,student,tv,LATAM,18_24,standalone,3
U004256,2024-08-21,314,casual,individual,mobile,EU,45_54,standalone,1
U004257,2025-03-15,108,at_risk,individual,tablet,APAC,45_54,standalone,1
U004258,2023-12-23,556,casual,premium,desktop,US,18_24,bundle,3
U004259,2025-05-11,51,casual,individual,mobile,APAC,25_34,standalone,4
U004260,2024-11-17,226,at_risk,individual,mobile,US,25_34,bundle,3
U004261,2024-12-07,206,power,individual,tablet,LATAM,25_34,standalone,5
U004262,2024-09-21,283,passive,family,desktop,APAC,25_34,bundle,3
U004263,2023-08-12,689,at_risk,individual,tv,EU,25_34,standalone,2
U004264,2023-12-27,552,power,student,tv,US,35_44,bundle,5
U004265,2023-01-21,892,passive,premium,tablet,EU,55_plus,standalone,1
U004266,2024-07-31,335,casual,premium,mobile,LATAM,18_24,standalone,1
U004267,2023-03-16,838,at_risk,individual,desktop,US,25_34,standalone,2
U004268,2025-04-23,69,at_risk,individual,tablet,LATAM,35_44,bundle,2
U004269,2024-03-19,469,at_risk,student,desktop,US,25_34,standalone,2
U004270,2023-07-07,725,power,student,tablet,US,18_24,bundle,3
U004271,2024-02-24,493,passive,student,desktop,LATAM,18_24,standalone,2
U004272,2023-03-12,842,at_risk,family,mobile,LATAM,35_44,bundle,3
U004273,2024-08-31,304,passive,individual,desktop,LATAM,18_24,standalone,1
U004274,2025-05-03,59,passive,student,mobile,US,18_24,standalone,2
U004275,2023-07-28,704,power,student,mobile,LATAM,35_44,bundle,3
U004276,2025-04-03,89,at_risk,student,mobile,US,25_34,standalone,1
U004277,2023-08-05,696,power,individual,mobile,US,45_54,standalone,4
U004278,2023-09-02,668,casual,individual,mobile,LATAM,25_34,bundle,2
U004279,2023-05-28,765,at_risk,individual,tv,EU,18_24,bundle,2
U004280,2024-04-10,447,at_risk,individual,mobile,US,18_24,standalone,2
U004281,2023-04-14,809,at_risk,individual,mobile,US,45_54,standalone,1
U004282,2025-01-05,177,casual,family,mobile,LATAM,18_24,standalone,4
U004283,2024-05-19,408,power,individual,tv,US,25_34,standalone,5
U004284,2025-02-15,136,casual,individual,tv,US,25_34,bundle,2
U004285,2023-08-04,697,power,premium,tv,EU,55_plus,standalone,3
U004286,2023-09-18,652,at_risk,family,tablet,LATAM,55_plus,bundle,2
U004287,2023-06-30,732,passive,individual,tv,EU,35_44,bundle,1
U004288,2023-08-06,695,casual,individual,mobile,APAC,25_34,bundle,5
U004289,2024-09-06,298,power,student,tv,EU,18_24,standalone,4
U004290,2025-04-03,89,casual,student,tv,EU,18_24,standalone,4
U004291,2023-03-15,839,at_risk,premium,mobile,LATAM,18_24,standalone,3
U004292,2024-03-29,459,passive,individual,desktop,US,55_plus,standalone,3
U004293,2025-03-11,112,power,student,mobile,LATAM,35_44,standalone,5
U004294,2023-03-17,837,power,student,desktop,US,18_24,bundle,3
U004295,2023-01-17,896,casual,individual,mobile,US,45_54,bundle,4
U004296,2024-05-09,418,power,individual,tv,EU,18_24,standalone,4
U004297,2023-08-01,700,at_risk,individual,mobile,APAC,35_44,standalone,4
U004298,2025-05-01,61,passive,individual,desktop,APAC,18_24,bundle,1
U004299,2025-03-12,111,power,premium,tablet,LATAM,25_34,bundle,3
U004300,2024-10-04,270,passive,family,mobile,APAC,25_34,standalone,2
U004301,2023-11-08,601,casual,premium,mobile,EU,18_24,bundle,3
U004302,2025-02-05,146,casual,premium,tv,US,55_plus,bundle,1
U004303,2025-05-03,59,passive,premium,mobile,LATAM,55_plus,standalone,2
U004304,2023-10-28,612,power,premium,mobile,LATAM,25_34,bundle,3
U004305,2023-08-01,700,casual,individual,desktop,LATAM,45_54,bundle,4
U004306,2023-08-28,673,at_risk,individual,tv,LATAM,25_34,bundle,2
U004307,2023-07-06,726,at_risk,student,mobile,LATAM,25_34,bundle,3
U004308,2023-07-03,729,casual,family,tv,LATAM,25_34,standalone,2
U004309,2023-12-25,554,passive,family,mobile,US,18_24,standalone,2
U004310,2024-03-06,482,casual,student,tablet,US,25_34,bundle,2
U004311,2023-05-17,776,passive,family,mobile,LATAM,35_44,standalone,2
