user_id,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session
U005006,21,14,725.66,46.21,0.7309,0.3766,0.3935,0.6237,6,4,9
U005007,5,3,199.64,39.31,0.4892,0.4316,0.1783,0.3543,3,1,0
U005008,26,19,1718.82,60.57,0.9104,0.2185,0.8219,0.8633,14,3,0
U005009,9,5,349.18,38.94,0.8196,0.2018,0.6348,0.1258,9,1,12
U005010,3,3,89.21,38.66,0.6953,0.3099,0.4827,0.5643,2,1,13
U005011,11,9,770.42,57.22,0.6562,0.4567,0.7937,0.5217,7,5,0
U005012,25,15,1065.71,49.98,0.8941,0.1304,0.7225,0.6776,4,2,11
U005013,31,23,1467.99,37.91,0.99,0.113,0.931,0.4678,14,6,3
U005014,8,8,325.88,36.27,0.4516,0.651,0.2157,0.0,2,0,11
U005015,20,17,1542.84,70.46,0.9244,0.1932,0.9732,0.499,8,6,6
U005016,4,1,106.27,25.85,0.6247,0.4179,0.34,0.2643,3,1,4
U005017,9,5,151.6,22.48,0.7711,0.2519,0.3698,0.1828,2,4,12
U005018,24,12,1342.96,47.42,0.6942,0.4285,0.7712,0.4743,7,2,13
U005019,12,13,493.98,43.41,0.4923,0.516,0.5922,0.5138,3,0,1
U005020,26,18,1487.87,43.88,0.8568,0.1909,0.701,0.7639,17,2,7
U005021,20,13,1123.96,50.56,0.8957,0.0811,0.3958,0.4486,3,1,1
U005022,15,8,536.63,49.2,0.7034,0.3638,0.3743,0.6932,5,3,1
U005023,5,3,45.98,8.76,0.6583,0.5568,0.2911,0.1529,0,3,18
U005024,15,12,461.08,29.79,0.6955,0.3683,0.5183,0.4251,4,3,0
U005025,17,12,766.59,44.17,0.7823,0.34,0.6512,0.6949,6,12,5
U005026,7,3,125.4,22.06,0.4944,0.5997,0.3238,0.2446,2,0,8
U005027,11,5,622.27,49.74,0.9408,0.0567,0.6996,0.5411,15,6,0
U005028,7,4,70.44,8.77,0.4001,0.6489,0.3913,0.2634,3,0,13
U005029,5,1,223.28,44.43,0.6383,0.4107,0.3333,0.2765,3,3,14
U005030,3,1,72.55,25.67,0.6708,0.3237,0.3464,0.1245,3,2,2
U005031,17,10,686.16,39.1,0.5511,0.4239,0.4846,0.189,5,1,36
U005032,3,1,58.03,25.0,0.4886,0.6337,0.2483,0.1679,9,1,15
U005033,14,6,890.17,61.66,0.9161,0.0569,0.649,0.5127,10,4,4
U005034,3,3,15.49,5.0,0.5487,0.507,0.3286,0.2494,6,0,0
U005035,4,3,136.64,42.06,0.4229,0.7277,0.3203,0.1909,4,1,8
U005036,3,3,22.35,6.22,0.5079,0.509,0.2911,0.2821,1,2,8
U005037,12,7,468.39,36.09,0.5605,0.4842,0.3057,0.1359,2,0,9
U005038,13,8,378.9,34.82,0.7701,0.2653,0.9095,0.4752,11,2,5
U005039,2,1,111.04,48.49,0.7002,0.3915,0.3435,0.2394,9,2,0
U005040,20,11,1223.54,65.82,0.9031,0.2496,0.8842,0.622,11,4,1
U005041,12,6,752.45,59.93,0.6565,0.4094,0.5203,0.4885,3,6,5
U005042,6,2,32.55,5.0,0.5055,0.5474,0.5404,0.3294,5,0,3
U005043,6,2,129.47,25.06,0.4589,0.6413,0.2949,0.1377,5,1,13
U005044,20,9,541.93,30.17,0.7502,0.3007,0.9356,0.6058,11,9,2
U005045,18,9,1339.93,57.77,0.6864,0.445,0.8302,0.7233,3,2,3
U005046,4,1,89.99,28.54,0.8965,0.2194,0.4102,0.3049,2,1,12
U005047,21,16,761.54,41.76,0.7535,0.2352,0.5062,0.4551,6,5,0
U005048,2,1,25.66,12.98,0.471,0.5664,0.3617,0.0602,1,0,9
U005049,7,5,230.47,31.31,0.6276,0.395,0.2247,0.0,5,4,0
U005050,15,12,1290.53,82.48,0.7322,0.3964,0.9057,0.806,13,4,6
U005051,21,12,899.46,45.6,0.99,0.0628,0.7322,0.6921,18,8,1
U005052,9,5,401.84,47.62,0.4543,0.6955,0.3927,0.1765,3,1,2
U005053,15,10,1076.29,67.44,0.8694,0.118,0.7111,0.5167,3,5,9
U005054,7,10,194.86,33.22,0.5608,0.4079,0.1962,0.0,1,1,0
U005055,19,16,803.87,49.13,0.8737,0.1585,0.8325,0.8621,6,6,2
U005056,23,13,1149.01,47.51,0.8862,0.227,0.7297,0.7464,15,5,1
U005057,14,10,491.31,48.74,0.8898,0.1323,0.7798,0.3627,7,3,0
U005058,11,6,464.98,33.61,0.6294,0.391,0.5752,0.5355,4,2,19
U005059,9,8,289.94,30.37,0.3993,0.6866,0.2509,0.2565,0,1,9
U005060,4,1,152.65,37.68,0.3507,0.835,0.4387,0.3964,2,1,33
U005061,12,13,573.86,47.8,0.7205,0.2555,0.8922,0.4532,6,8,19
U005062,7,6,245.67,34.79,0.5864,0.5303,0.2651,0.3801,3,1,4
U005063,21,13,900.83,47.87,0.99,0.0611,0.4696,0.8103,8,9,4
U005064,6,8,433.76,52.8,0.4512,0.6316,0.388,0.2981,5,1,11
U005065,4,1,82.03,20.47,0.4133,0.7273,0.2732,0.0,4,0,13
U005066,25,15,122.44,5.0,0.7789,0.2307,0.4974,0.7902,7,6,3
U005067,6,3,68.54,12.22,0.5127,0.5289,0.1719,0.3196,3,1,45
U005068,8,7,294.58,42.98,0.6521,0.463,0.5807,0.3825,7,6,1
U005069,27,13,1464.36,57.61,0.8361,0.2333,0.7386,0.7994,15,2,5
U005070,10,7,373.3,42.0,0.8306,0.1005,0.69,0.4978,5,2,6
U005071,8,7,147.12,16.4,0.2416,0.7924,0.2453,0.1279,1,0,3
U005072,7,6,230.67,35.49,0.7606,0.3424,0.5978,0.3053,4,2,4
U005073,6,5,166.35,26.28,0.6384,0.4272,0.3227,0.2878,2,0,18
U005074,19,11,992.28,55.26,0.781,0.2288,0.5513,0.7129,15,8,3
U005075,10,5,349.7,32.66,0.6654,0.4824,0.262,0.2631,1,3,1
U005076,10,8,231.91,20.91,0.5531,0.5013,0.5742,0.5643,5,1,0
U005077,19,16,1397.52,57.25,0.7446,0.3134,0.4585,0.7163,10,5,4
U005078,15,6,221.27,21.72,0.7096,0.3845,0.5905,0.1974,6,2,4
U005079,8,2,336.42,35.16,0.6853,0.4456,0.2583,0.3441,7,3,13
U005080,11,10,427.19,34.31,0.6724,0.4157,0.4722,0.5193,9,2,12
U005081,17,8,841.81,43.75,0.7275,0.3699,0.5696,0.4884,9,3,5
U005082,18,12,1002.51,49.29,0.9252,0.0672,0.6985,0.7938,15,13,1
U005083,3,4,72.08,36.84,0.3713,0.6769,0.5844,0.2756,0,3,13
U005084,15,6,452.28,35.64,0.5058,0.4357,0.3477,0.4506,6,1,6
U005085,5,3,211.85,37.61,0.3986,0.5503,0.1695,0.1881,3,1,3
U005086,5,1,90.64,19.35,0.5466,0.5876,0.1538,0.0923,2,1,4
U005087,1,1,23.15,26.53,0.5589,0.5261,0.1923,0.1019,3,3,31
U005088,21,15,1224.43,54.11,0.99,0.101,0.8291,0.7177,10,3,1
U005089,18,12,1302.31,69.19,0.7011,0.3887,0.4402,0.7251,5,5,4
U005090,9,9,430.59,38.27,0.6741,0.4798,0.2882,0.4962,5,0,12
U005091,15,12,1029.56,69.62,0.9748,0.0292,0.7746,0.5672,14,7,0
U005092,14,13,695.43,60.07,0.7687,0.2522,0.6265,0.7357,8,4,0
U005093,10,7,366.8,37.1,0.6517,0.3961,0.2136,0.414,6,0,3
U005094,6,4,161.7,36.0,0.5305,0.4348,0.3521,0.2581,1,2,5
U005095,4,3,97.16,23.2,0.7993,0.2512,0.5615,0.2022,4,3,0
U005096,31,15,1680.87,69.94,0.8869,0.2034,0.8611,0.8075,15,3,9
U005097,3,2,98.66,35.63,0.3586,0.697,0.2436,0.3657,7,4,5
U005098,27,18,1478.81,48.77,0.8462,0.2296,0.9212,0.7583,13,10,13
U005099,10,7,414.4,45.51,0.6377,0.4453,0.7418,0.1735,5,5,1
U005100,7,4,197.25,31.11,0.274,0.7748,0.214,0.3419,0,1,15
U005101,15,12,728.22,46.4,0.4955,0.5558,0.2355,0.2264,1,0,49
U005102,4,7,110.27,27.33,0.5064,0.4833,0.3926,0.5233,2,0,1
U005103,10,6,337.38,30.84,0.6084,0.4767,0.3698,0.0172,1,1,2
U005104,2,2,66.43,39.99,0.6172,0.4903,0.4468,0.2976,3,3,9
U005105,16,5,848.75,45.31,0.7661,0.271,0.5546,0.3838,7,4,2
U005106,7,1,240.76,41.09,0.7423,0.2989,0.6184,0.4645,4,1,4
U005107,3,1,118.65,36.81,0.3646,0.5568,0.2868,0.3046,0,0,5
U005108,6,8,198.61,39.78,0.4565,0.59,0.1359,0.107,1,0,29
U005109,11,5,526.38,55.75,0.6321,0.3733,0.4538,0.3769,9,4,3
U005110,22,13,1248.6,58.33,0.692,0.3927,0.6392,0.1885,3,3,11
U005111,14,5,598.47,47.74,0.9356,0.105,0.6363,0.5561,10,2,14
U005112,16,12,832.73,54.99,0.6488,0.4137,0.5776,0.4403,3,3,36
U005113,3,1,114.21,37.23,0.4588,0.6438,0.1086,0.1385,3,2,15
U005114,15,7,753.78,57.12,0.6962,0.3315,0.6876,0.8991,10,2,2
U005115,12,4,345.52,38.64,0.811,0.2953,0.6459,0.3171,6,5,2
U005116,5,4,178.52,38.0,0.4842,0.5625,0.0987,0.4059,0,3,8
U005117,15,11,559.97,43.11,0.6043,0.4787,0.9665,0.6896,7,4,5
U005118,21,18,455.6,20.3,0.7445,0.3134,0.6301,0.4502,6,1,19
U005119,5,3,186.09,38.42,0.6162,0.5136,0.4434,0.5399,6,6,7
U005120,38,24,1849.6,60.88,0.8935,0.0633,0.7305,0.6637,15,9,2
U005121,14,8,352.65,32.41,0.7471,0.2845,0.6689,0.5476,0,3,8
U005122,24,15,1691.92,58.16,0.6873,0.4398,0.7526,0.7048,14,4,2
U005123,24,16,965.86,50.3,0.8903,0.1643,0.8791,0.7157,21,0,12
U005124,17,11,1060.95,58.65,0.6435,0.3773,0.6056,0.947,4,1,0
U005125,23,11,655.94,34.3,0.8737,0.2409,0.4999,0.4367,5,8,9
U005126,16,8,893.33,53.34,0.8569,0.2154,0.8208,0.7086,7,6,2
U005127,7,5,172.16,29.43,0.4436,0.6676,0.3312,0.0879,1,1,4
U005128,32,22,1831.3,56.63,0.9129,0.1469,0.8479,0.9568,8,5,2
U005129,15,8,458.85,36.19,0.6377,0.4116,0.8327,0.5631,2,4,52
U005130,3,2,66.93,21.31,0.5093,0.5573,0.2048,0.063,4,1,2
U005131,14,9,769.78,54.59,0.99,0.0586,0.7727,0.873,10,5,3
U005132,15,10,496.74,37.71,0.7887,0.2416,0.7999,0.4634,10,4,2
U005133,1,1,12.67,12.59,0.4748,0.6108,0.3253,0.249,1,4,23
U005134,6,4,111.98,25.39,0.514,0.5557,0.4106,0.1759,4,0,21
U005135,4,1,128.65,42.22,0.8177,0.2565,0.4691,0.4281,4,3,7
U005136,16,12,459.09,34.38,0.5004,0.5498,0.4659,0.0,3,2,34
U005137,13,2,391.58,31.88,0.4788,0.5234,0.2954,0.4015,2,0,21
U005138,13,10,431.0,44.65,0.6738,0.4804,0.5687,0.6348,6,3,6
U005139,19,7,1291.95,66.75,0.8719,0.1768,0.9489,0.981,10,13,0
U005140,24,14,1587.34,66.69,0.8659,0.1807,0.7282,0.9005,15,3,5
U005141,5,1,130.62,22.79,0.3991,0.7493,0.332,0.0,1,0,19
U005142,16,11,944.91,54.62,0.918,0.1803,0.4564,0.4252,7,3,9
U005143,41,17,2325.43,56.52,0.9676,0.0954,0.7428,0.8304,14,18,5
U005144,17,13,809.59,39.78,0.6238,0.5417,0.3923,0.7215,1,9,10
U005145,5,2,69.98,14.09,0.541,0.4764,0.05,0.1423,4,0,9
U005146,25,15,1451.99,56.57,0.99,0.0576,0.6808,0.4905,15,12,1
U005147,24,19,2309.4,77.94,0.796,0.248,0.6722,0.7095,12,4,3
U005148,17,8,1140.3,58.64,0.6743,0.4655,0.5337,0.3099,9,0,2
U005149,17,7,549.46,26.58,0.5851,0.5345,0.6079,0.2467,4,1,8
U005150,10,4,513.42,43.28,0.7206,0.2485,0.7409,0.6391,6,2,1
U005151,6,4,144.44,27.24,0.3639,0.6098,0.2037,0.1202,0,1,4
U005152,14,7,652.06,50.86,0.6921,0.2299,0.8061,0.7506,11,9,3
U005153,28,16,1392.98,44.27,0.9215,0.2047,0.6186,0.4024,5,3,6
U005154,20,11,796.42,42.65,0.7988,0.2893,0.2911,0.3973,12,5,5
U005155,15,11,462.29,41.55,0.8942,0.0927,0.3097,0.8154,5,2,3
U005156,19,15,626.96,38.25,0.8531,0.0313,0.5644,0.4727,8,6,1
U005157,1,1,22.02,23.21,0.5223,0.634,0.4902,0.507,2,4,5
U005158,18,14,1083.49,58.16,0.6609,0.353,0.3811,0.3985,6,1,2
U005159,8,3,501.84,45.58,0.484,0.6211,0.4141,0.342,2,0,1
U005160,19,15,867.65,43.77,0.7984,0.2411,0.6605,0.8651,7,3,11
U005161,6,2,150.52,30.02,0.458,0.6115,0.2521,0.545,3,2,3
U005162,7,4,213.98,30.29,0.7582,0.2832,0.2372,0.2763,4,5,12
U005163,18,14,1034.88,59.26,0.6347,0.4482,0.496,0.3732,7,1,4
U005164,12,6,703.0,52.16,0.8977,0.1459,0.8912,0.725,8,6,1
U005165,8,6,213.68,28.74,0.541,0.5546,0.3434,0.2204,4,3,4
U005166,9,8,332.52,39.31,0.3972,0.6734,0.1388,0.2155,2,1,8
U005167,4,2,162.39,36.72,0.5419,0.5289,0.3942,0.0,2,0,12
U005168,7,4,157.93,19.19,0.441,0.714,0.3217,0.0188,2,2,7
U005169,19,7,1177.1,48.83,0.8569,0.1637,0.4769,0.7102,11,8,1
U005170,25,14,1048.17,36.76,0.7622,0.3148,0.4375,0.4177,9,2,4
U005171,11,4,370.25,45.4,0.7441,0.339,0.3635,0.5187,6,6,28
U005172,2,1,138.98,55.54,0.6436,0.2555,0.3039,0.5805,1,2,3
U005173,12,3,613.63,49.75,0.878,0.2297,0.6857,0.6711,6,7,1
U005174,8,4,507.05,54.68,0.595,0.3341,0.3229,0.4818,7,0,4
U005175,2,2,40.56,19.98,0.4464,0.5563,0.4834,0.3401,2,1,11
U005176,12,12,981.84,68.74,0.8296,0.2203,0.844,0.6953,7,4,2
U005177,5,3,193.53,48.75,0.5312,0.494,0.5452,0.3707,5,2,10
U005178,18,9,538.04,28.18,0.7426,0.2931,0.1662,0.8487,9,4,5
U005179,9,6,318.06,37.74,0.6753,0.3548,0.45,0.0744,3,1,8
U005180,3,1,20.97,6.36,0.426,0.686,0.208,0.3285,1,0,20
U005181,11,6,436.42,32.66,0.5957,0.4548,0.556,0.0912,2,1,22
U005182,15,8,722.24,44.69,0.7448,0.3128,0.734,0.3925,9,3,4
U005183,35,24,1571.88,45.66,0.6557,0.3672,0.9269,0.8046,11,19,1
U005184,15,8,1035.6,69.54,0.7287,0.3774,0.9442,0.7859,5,4,2
U005185,35,17,1380.21,45.31,0.8144,0.2404,0.9175,0.9657,8,7,5
U005186,3,1,56.87,19.53,0.6037,0.4575,0.1175,0.5542,4,5,34
U005187,7,8,262.72,48.63,0.7392,0.3336,0.2526,0.2627,6,4,4
U005188,17,12,573.51,41.62,0.5638,0.4594,0.4335,0.4437,0,6,10
U005189,7,3,381.71,40.63,0.7908,0.405,0.7581,0.7344,6,4,3
U005190,3,3,63.34,23.4,0.5579,0.5387,0.1598,0.3225,3,1,60
U005191,26,18,1803.9,62.63,0.782,0.2807,0.748,0.7771,13,5,3
U005192,18,15,687.88,37.3,0.8051,0.2732,0.6678,0.1943,6,3,9
U005193,6,2,265.4,44.94,0.6859,0.4441,0.8981,0.7098,12,5,2
U005194,28,15,1547.32,47.69,0.9636,0.1559,0.5873,0.6947,13,7,6
U005195,4,1,141.56,30.23,0.3303,0.7798,0.3894,0.2762,0,0,53
U005196,13,7,866.97,69.8,0.8361,0.1116,0.5946,0.7567,3,11,5
U005197,11,3,449.72,39.43,0.6818,0.3054,0.3456,0.1954,2,2,1
U005198,9,5,352.72,33.94,0.4941,0.5092,0.2196,0.0966,9,6,15
U005199,6,6,138.64,26.77,0.421,0.5811,0.3888,0.0,0,0,0
U005200,9,6,190.0,26.27,0.4897,0.6117,0.4798,0.2557,4,3,10
U005201,6,2,172.57,30.28,0.5521,0.4604,0.1942,0.2453,2,1,20
U005202,21,12,562.7,28.66,0.5676,0.5027,0.8785,0.3578,15,6,30
U005203,17,9,668.13,41.93,0.6901,0.3643,0.6026,0.4715,7,4,10
U005204,11,8,307.81,31.68,0.4593,0.5773,0.1826,0.256,1,1,7
U005205,12,10,398.28,37.26,0.6191,0.4291,0.6569,0.3164,4,3,49
U005206,25,14,1442.35,49.62,0.8389,0.1656,0.5768,0.3382,5,3,0
U005207,14,9,595.84,33.73,0.788,0.2198,0.4661,0.5675,4,5,2
U005208,14,11,640.63,35.58,0.6597,0.4467,0.704,0.7098,6,9,6
U005209,7,3,270.09,45.53,0.6735,0.3925,0.6071,0.3991,6,2,12
U005210,27,17,1855.87,62.76,0.99,0.0864,0.466,0.7897,14,7,2
U005211,12,5,345.53,42.72,0.7995,0.2375,0.7044,0.5306,8,2,4
U005212,24,17,1902.24,65.93,0.6787,0.2753,0.4089,0.7709,8,6,1
U005213,7,3,384.13,48.17,0.7589,0.3565,0.3266,0.1893,3,1,6
U005214,6,5,183.82,29.2,0.514,0.6207,0.5447,0.0,1,0,8
U005215,4,4,230.12,42.49,0.5291,0.606,0.4222,0.3859,2,1,2
U005216,6,6,164.78,30.18,0.5768,0.4695,0.2365,0.4468,1,2,18
U005217,22,9,1012.64,54.87,0.8902,0.1153,0.7997,0.6518,11,10,4
U005218,16,10,999.99,55.86,0.832,0.2422,1.0,0.65,13,6,3
U005219,4,1,181.86,37.99,0.4201,0.6672,0.3064,0.0657,9,3,9
U005220,7,3,420.51,49.31,0.2266,0.8277,0.4138,0.2979,0,0,39
U005221,9,7,341.86,26.71,0.5018,0.5318,0.0903,0.2399,5,2,2
U005222,10,6,236.87,19.51,0.4705,0.6674,0.3616,0.1424,9,3,16
U005223,10,7,425.73,41.1,0.663,0.4329,0.2455,0.3051,5,1,7
U005224,9,5,502.56,53.78,0.5644,0.6597,0.4414,0.375,5,1,4
U005225,6,5,175.34,41.79,0.6766,0.4181,0.2823,0.3212,3,6,32
U005226,7,10,332.31,39.03,0.5909,0.393,0.4185,0.3491,2,5,16
U005227,24,15,1140.64,52.07,0.9132,0.1405,0.5189,0.7356,9,7,0
U005228,10,1,413.38,44.81,0.8506,0.152,0.8749,0.6592,19,12,6
U005229,8,5,326.16,33.34,0.819,0.2196,0.6372,0.6042,6,3,0
U005230,8,7,386.15,36.79,0.6729,0.3629,0.6342,0.2091,4,6,31
U005231,7,4,123.3,20.63,0.6687,0.4136,0.4365,0.3807,4,3,25
U005232,12,7,419.96,33.64,0.5616,0.5179,0.3985,0.8468,7,6,4
U005233,11,2,333.77,37.09,0.7452,0.3515,0.4109,0.4199,11,5,2
U005234,9,8,145.25,20.49,0.5414,0.6058,0.4246,0.4197,2,0,14
U005235,7,6,277.71,34.61,0.8348,0.0905,0.3608,0.1238,2,2,1
U005236,3,2,78.66,23.04,0.6883,0.421,0.237,0.0445,2,0,41
U005237,23,15,1194.53,58.62,0.7156,0.2869,0.8723,0.6392,11,2,7
U005238,14,4,855.76,58.99,0.4732,0.4975,0.4158,0.6796,8,4,3
U005239,26,12,817.53,34.24,0.6797,0.3709,0.5506,0.6037,7,9,2
U005240,13,8,313.94,25.01,0.99,0.0854,0.5957,0.4343,7,3,6
U005241,29,19,1270.63,58.16,0.8094,0.2553,0.6842,0.6348,8,5,0
U005242,17,11,940.53,41.34,0.6764,0.4291,0.4362,0.4269,5,6,5
U005243,16,7,791.01,50.61,0.6787,0.3943,0.7334,0.6224,12,6,15
U005244,19,12,535.52,35.51,0.6304,0.5148,0.4173,0.6465,10,1,9
U005245,4,1,150.93,33.13,0.6001,0.4852,0.2028,0.1532,1,0,6
U005246,35,13,2622.84,59.03,0.8513,0.1051,0.8466,1.0,9,4,2
U005247,14,8,608.68,64.28,0.8272,0.29,0.751,0.5697,9,4,3
U005248,28,20,1815.57,62.96,0.8864,0.1722,0.6327,0.7541,10,2,0
U005249,7,3,260.92,30.01,0.6242,0.3438,0.1579,0.0794,2,1,24
U005250,4,2,141.81,34.31,0.4516,0.6521,0.4601,0.4691,6,4,3
U005251,9,1,126.88,14.05,0.4708,0.5721,0.2906,0.0561,0,2,32
U005252,4,3,97.55,19.84,0.3697,0.5945,0.05,0.0,0,1,26
U005253,13,6,865.52,62.14,0.703,0.3733,0.4872,0.5213,6,6,0
U005254,5,3,300.44,51.64,0.6274,0.4143,0.446,0.1004,4,1,4
U005255,10,11,461.21,53.5,0.7595,0.3647,0.4436,0.6736,3,4,12
U005256,3,4,75.63,30.25,0.4294,0.6963,0.1322,0.319,2,0,10
U005257,12,3,564.71,37.99,0.8239,0.2472,0.7414,0.1989,3,7,13
U005258,18,16,759.84,53.72,0.568,0.576,0.7148,0.3943,6,6,2
U005259,1,1,35.34,36.89,0.5405,0.5289,0.1417,0.2439,1,1,2
U005260,6,1,233.51,43.69,0.3487,0.7244,0.2359,0.3147,2,1,8
U005261,2,1,81.78,41.84,0.3961,0.6529,0.5934,0.2369,4,0,16
U005262,24,12,1456.71,72.85,0.8905,0.2446,0.5219,0.6268,13,7,10
U005263,12,6,330.24,27.05,0.8251,0.1971,0.452,0.7251,9,8,15
U005264,22,15,1231.33,51.38,0.8145,0.2231,0.5934,0.4951,7,9,1
U005265,19,9,377.04,22.57,0.7811,0.2549,0.8739,0.4812,3,2,4
U005266,12,4,433.68,43.25,0.6975,0.38,0.7489,0.6542,6,5,1
U005267,25,20,1657.44,49.57,0.9047,0.174,0.475,0.4713,9,4,2
U005268,11,4,166.38,17.26,0.5136,0.6022,0.4147,0.4989,0,1,0
U005269,14,7,828.51,52.22,0.9211,0.1555,0.4769,0.5604,4,1,5
U005270,11,3,143.33,18.89,0.344,0.7774,0.5289,0.515,2,2,2
U005271,3,2,97.56,33.79,0.4566,0.5262,0.4517,0.1261,2,4,2
U005272,9,4,274.74,23.43,0.614,0.4907,0.2959,0.3124,2,3,6
U005273,15,9,540.28,44.54,0.8321,0.1888,0.5684,0.4024,5,4,12
U005274,27,22,1674.66,49.94,0.8502,0.2068,0.8476,0.9838,13,5,2
U005275,10,5,780.56,65.94,0.9513,0.0837,0.8101,0.7058,7,1,1
U005276,5,3,215.44,52.23,0.6661,0.4521,0.417,0.4665,1,2,19
U005277,15,6,248.72,21.97,0.5586,0.3979,0.6553,0.2477,4,6,2
U005278,13,10,738.75,65.35,0.8821,0.211,0.8119,0.8934,9,9,5
U005279,4,1,76.0,24.62,0.4687,0.6661,0.3792,0.4908,3,2,4
U005280,6,4,133.42,36.38,0.6048,0.3625,0.05,0.4841,2,2,19
U005281,12,6,372.52,26.68,0.598,0.3831,0.2948,0.1107,0,0,4
U005282,19,10,551.91,38.23,0.99,0.1266,0.6715,0.4634,3,3,8
U005283,6,3,140.42,29.52,0.5308,0.4872,0.1581,0.2655,1,1,0
U005284,30,10,1588.22,48.81,0.8354,0.2306,0.6336,0.6866,8,4,2
U005285,29,20,1686.22,46.95,0.7643,0.2772,0.8168,0.5652,8,6,1
U005286,2,4,48.95,24.47,0.5473,0.4745,0.0821,0.0,3,1,14
U005287,9,7,260.73,31.91,0.5086,0.5982,0.4262,0.0095,3,1,11
U005288,9,5,216.07,28.44,0.6896,0.2035,0.5449,0.4277,7,3,3
U005289,23,13,785.31,39.81,0.7234,0.2874,0.4341,0.8622,16,3,2
U005290,16,8,446.24,28.71,0.7308,0.3253,0.4119,0.3024,7,4,1
U005291,13,9,629.59,48.93,0.6503,0.3879,0.4108,0.1363,2,5,37
U005292,3,5,107.6,35.67,0.5938,0.3771,0.4664,0.1106,2,0,12
U005293,12,9,632.54,52.76,0.669,0.3969,0.5249,0.4219,8,6,7
U005294,23,17,1539.37,62.12,0.99,0.0614,0.8848,0.7248,7,5,0
U005295,10,7,283.27,27.17,0.6647,0.4189,0.3899,0.2144,0,2,2
U005296,4,3,118.09,31.26,0.5872,0.4309,0.3372,0.1937,4,0,47
U005297,19,9,389.69,20.11,0.7725,0.4009,0.4143,0.5492,4,2,6
U005298,8,6,264.88,35.29,0.661,0.4295,0.4602,0.1542,1,0,18
U005299,8,5,409.21,41.37,0.6828,0.3719,0.2132,0.091,5,2,8
U005300,10,9,254.94,30.81,0.7196,0.3418,0.3411,0.6353,9,4,6
U005301,14,6,764.88,47.8,0.6396,0.3958,0.3536,0.3438,0,2,3
U005302,4,4,111.35,36.31,0.478,0.6543,0.587,0.1369,4,2,14
U005303,9,7,756.84,63.86,0.7557,0.196,0.529,0.554,2,10,0
U005304,4,3,81.21,28.39,0.4937,0.5514,0.3903,0.1125,1,1,31
U005305,9,5,132.97,22.84,0.4453,0.7026,0.2796,0.1578,3,5,2
U005306,7,4,364.43,44.91,0.6746,0.3445,0.5607,0.5181,11,2,15
U005307,17,11,787.69,63.49,0.9517,0.1148,0.6409,0.8314,13,6,8
U005308,4,5,99.89,28.3,0.4322,0.6987,0.2245,0.0431,2,0,9
U005309,17,8,1053.58,70.03,0.9606,0.063,0.6781,0.6662,25,8,18
U005310,24,14,1099.76,45.3,0.777,0.2952,1.0,0.5548,17,6,1
U005311,20,15,790.98,39.66,0.5994,0.3967,0.4967,0.4384,7,5,3
U005312,1,2,30.36,29.81,0.6063,0.4614,0.3932,0.487,2,5,25
U005313,1,4,46.6,44.75,0.5954,0.4521,0.24,0.3548,2,1,3
U005314,9,4,400.19,38.57,0.6572,0.434,0.3936,0.4262,1,1,9
U005315,3,5,49.36,17.01,0.5634,0.4251,0.3048,0.2063,3,1,9
U005316,13,10,432.0,38.75,0.9609,0.0527,0.6815,0.6166,4,6,2
U005317,12,7,541.56,40.88,0.5549,0.5139,0.5148,0.3922,4,3,7
U005318,6,6,106.05,17.06,0.5919,0.4328,0.2209,0.3093,3,2,11
U005319,9,6,410.05,40.74,0.8168,0.254,0.339,0.7314,1,6,8
U005320,4,1,149.32,29.41,0.2156,0.8002,0.5076,0.0776,3,3,14
U005321,20,9,1125.58,54.92,0.8052,0.2483,0.4554,0.3569,6,3,4
U005322,23,12,792.1,42.22,0.6547,0.3524,0.7823,0.5675,3,8,23
U005323,4,3,123.85,34.62,0.6553,0.3916,0.3479,0.3674,6,4,18
U005324,11,7,291.54,32.91,0.755,0.1849,0.5133,0.45,5,5,0
U005325,29,12,1126.4,48.48,0.8574,0.0278,0.8082,0.7988,14,9,3
U005326,15,6,407.24,39.87,0.806,0.2804,0.3909,0.3733,7,4,1
U005327,16,9,629.8,54.19,0.8627,0.1147,0.8743,0.6962,14,10,0
U005328,7,2,471.24,62.64,0.752,0.3667,0.5346,0.5883,6,6,0
U005329,12,6,126.87,10.78,0.515,0.6018,0.2806,0.4324,1,0,19
U005330,10,7,449.46,39.09,0.8155,0.2761,0.8125,0.2868,5,3,6
U005331,5,4,102.82,24.78,0.5282,0.4185,0.2484,0.1607,3,0,9
U005332,11,11,419.36,29.7,0.5491,0.5118,0.3616,0.3083,0,1,25
U005333,16,4,920.76,59.45,0.8777,0.1869,1.0,0.8811,14,13,2
U005334,25,20,1460.19,53.88,0.7925,0.3579,0.6005,0.9183,7,7,5
U005335,7,7,109.28,14.84,0.5776,0.4356,0.3003,0.2677,2,0,22
U005336,2,1,55.17,25.78,0.4398,0.7498,0.3183,0.5314,2,2,14
U005337,6,4,280.09,44.62,0.5177,0.4913,0.05,0.3044,0,0,0
U005338,12,7,509.89,55.24,0.6334,0.4234,0.5872,0.5749,4,3,0
